baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
ABCC2	270.491905889941	-0.339429255926257	0.258827817487699	-1.31140948921531	0.189719454615308	0.999988108490199	ABCC2	ENSG00000023839	protein_coding	chr10	99782732	99852192	ABCC2	ENSG00000023839	protein_coding
ABCC4	449.093755954688	-0.172276200468393	0.266973500531174	-0.645293259913922	0.518737159719571	0.999988108490199	ABCC4	ENSG00000125257	protein_coding	chr13	95019829	95301446	ABCC4	ENSG00000125257	protein_coding
ABCC5	1485.83218378489	-0.122716853240732	0.167145563294507	-0.734191508418969	0.462832028094681	0.999988108490199	ABCC5	ENSG00000114770	protein_coding	chr3	183919934	184018015	ABCC5	ENSG00000114770	protein_coding
ABCD2	470.863410993305	0.0633004970726044	0.18996553306971	0.333220958821911	0.738967498463566	0.999988108490199	ABCD2	ENSG00000173208	protein_coding	chr12	39550033	39619751	ABCD2	ENSG00000173208	protein_coding
ABCD3	800.496832258099	0.0747453544479206	0.151291483930989	0.4940486569754	0.621271816712009	0.999988108490199	ABCD3	ENSG00000117528	protein_coding	chr1	94418455	94518666	ABCD3	ENSG00000117528	protein_coding
ABCD4	1537.78973788394	-0.10766072921935	0.134969046776244	-0.79766977533622	0.425062147935679	0.999988108490199	ABCD4	ENSG00000119688	protein_coding	chr14	74285423	74303056	ABCD4	ENSG00000119688	protein_coding
ABCE1	2918.81259792614	0.166531595552178	0.12269093440502	1.35732600260778	0.174677648737779	0.999988108490199	ABCE1	ENSG00000164163	protein_coding	chr4	145097932	145129179	ABCE1	ENSG00000164163	protein_coding
ABCF1	2717.15671296004	-0.217928704944948	0.14534561623537	-1.49938271679304	0.133774374650825	0.999988108490199	ABCF1	ENSG00000204574	protein_coding	chr6	30571376	30597179	ABCF1	ENSG00000204574	protein_coding
ABCF2	1725.48988165985	-0.0372379936202787	0.122703841043863	-0.303478630363065	0.761525130555124	0.999988108490199	ABCF2	ENSG00000033050	protein_coding	chr7	151207837	151227230	ABCF2	ENSG00000033050	protein_coding
ABCF3	1796.38165490794	-0.0390670167809753	0.111615537962073	-0.350014142244697	0.726328084193417	0.999988108490199	ABCF3	ENSG00000161204	protein_coding	chr3	184186023	184194012	ABCF3	ENSG00000161204	protein_coding
ABCG1	93.8910448870702	0.55208147349792	0.433322720802931	1.27406537205096	0.202640249288302	0.999988108490199	ABCG1	ENSG00000160179	protein_coding	chr21	42199689	42297244	ABCG1	ENSG00000160179	protein_coding
ABHD10	615.550995327197	0.0533948505875654	0.238164715362672	0.22419295195032	0.822607167432638	0.999988108490199	ABHD10	ENSG00000144827	protein_coding	chr3	111979010	111993363	ABHD10	ENSG00000144827	protein_coding
ABHD11	203.253571890363	0.262082435797433	0.175097451140459	1.49678041622203	0.134450403651994	0.999988108490199	ABHD11	ENSG00000106077	protein_coding	chr7	73736094	73738867	ABHD11	ENSG00000106077	protein_coding
ABHD12	713.991813166201	0.0682390342570939	0.134890614471396	0.505884227190351	0.612937925576368	0.999988108490199	ABHD12	ENSG00000100997	protein_coding	chr20	25294743	25390983	ABHD12	ENSG00000100997	protein_coding
ABHD13	1502.51336229367	-0.245184206758929	0.202523026930028	-1.21064853945542	0.22603013276276	0.999988108490199	ABHD13	ENSG00000139826	protein_coding	chr13	108218379	108234255	ABHD13	ENSG00000139826	protein_coding
ABHD14A	498.47065016805	-0.0357250901711823	0.194469715401925	-0.183705159938896	0.854244760758476	0.999988108490199	ABHD14A	ENSG00000248487	protein_coding	chr3	51971426	51981199	ABHD14A	ENSG00000248487	protein_coding
ABHD14A-ACY1	57.9018017610663	0.136761519506449	1.65688483347225	0.0825413551645861	0.934216233845573	0.999988108490199	ABHD14A-ACY1	ENSG00000114786	protein_coding	chr3	51975050	51989183	ABHD14A-ACY1	ENSG00000114786	protein_coding
ABHD14B	1949.31771245996	-0.0592043137804663	0.149176935761014	-0.396873105607381	0.691461037596709	0.999988108490199	ABHD14B	ENSG00000114779	protein_coding	chr3	51968510	51983409	ABHD14B	ENSG00000114779	protein_coding
ABHD15	1073.09345345246	0.0333208391551972	0.223636392208041	0.148995603203078	0.881557102375471	0.999988108490199	ABHD15	ENSG00000168792	protein_coding	chr17	29560547	29567137	ABHD15	ENSG00000168792	protein_coding
ABHD16A	1064.6283810468	0.0443690891402853	0.13629180104403	0.325544814878127	0.744768770707678	0.999988108490199	ABHD16A	ENSG00000204427	protein_coding	chr6	31686949	31703444	ABHD16A	ENSG00000204427	protein_coding
ABHD17A	4182.91062991834	-0.0593744463032651	0.138079557106277	-0.43000171457362	0.667194393963886	0.999988108490199	ABHD17A	ENSG00000129968	protein_coding	chr19	1876810	1885547	ABHD17A	ENSG00000129968	protein_coding
ABHD17B	463.678886705293	0.0399768137047144	0.176737073343085	0.226193706552505	0.821050765223147	0.999988108490199	ABHD17B	ENSG00000107362	protein_coding	chr9	71862452	71910931	ABHD17B	ENSG00000107362	protein_coding
ABHD17C	110.71983443685	-0.510787832309819	0.427340346359748	-1.19527172348904	0.23198088377161	0.999988108490199	ABHD17C	ENSG00000136379	protein_coding	chr15	80679684	80755621	ABHD17C	ENSG00000136379	protein_coding
ABHD18	1038.63257978344	0.0415665613548453	0.136109102467022	0.305391488162347	0.760068003815424	0.999988108490199	ABHD18	ENSG00000164074	protein_coding	chr4	127965306	128039711	ABHD18	ENSG00000164074	protein_coding
ABHD2	1811.48726222473	-0.144106239697064	0.105166725376902	-1.37026458873383	0.17060432275462	0.999988108490199	ABHD2	ENSG00000140526	protein_coding	chr15	89087459	89202360	ABHD2	ENSG00000140526	protein_coding
ABHD3	1210.38565942309	-0.00119135682927829	0.164164909921766	-0.0072570735722149	0.99420974386425	0.999988108490199	ABHD3	ENSG00000158201	protein_coding	chr18	21650897	21704805	ABHD3	ENSG00000158201	protein_coding
ABHD4	588.397420684122	-0.199280852497346	0.223613076807796	-0.891186040379186	0.372829372148249	0.999988108490199	ABHD4	ENSG00000100439	protein_coding	chr14	22598237	22613215	ABHD4	ENSG00000100439	protein_coding
ABHD5	71.9377820347911	-0.201349270515865	0.323823869832964	-0.621786376093047	0.53408234589972	0.999988108490199	ABHD5	ENSG00000011198	protein_coding	chr3	43690113	43734371	ABHD5	ENSG00000011198	protein_coding
ABHD6	134.21674576282	-0.267846902792667	0.315330503147438	-0.849416406339322	0.395649627149936	0.999988108490199	ABHD6	ENSG00000163686	protein_coding	chr3	58237506	58295693	ABHD6	ENSG00000163686	protein_coding
ABHD8	435.991026369228	0.187747114035577	0.159663192564102	1.17589477587453	0.239636926719521	0.999988108490199	ABHD8	ENSG00000127220	protein_coding	chr19	17292131	17310236	ABHD8	ENSG00000127220	protein_coding
ABI1	2956.23211197301	0.000119832292733011	0.106548565958205	0.00112467297570215	0.999102640985912	0.999988108490199	ABI1	ENSG00000136754	protein_coding	chr10	26746593	26861087	ABI1	ENSG00000136754	protein_coding
ABI2	2013.49143383636	-0.018565784365968	0.0995591066987627	-0.186480021582985	0.852068344530564	0.999988108490199	ABI2	ENSG00000138443	protein_coding	chr2	203328219	203447723	ABI2	ENSG00000138443	protein_coding
ABI3	175.042396023674	-0.473169743891716	0.361266658947932	-1.30975204097069	0.190279732148075	0.999988108490199	ABI3	ENSG00000108798	protein_coding	chr17	49210227	49223225	ABI3	ENSG00000108798	protein_coding
ABL1	1409.0753107708	-0.0914300670222706	0.116940883780825	-0.78184860646027	0.434303551533724	0.999988108490199	ABL1	ENSG00000097007	protein_coding	chr9	130713946	130887675	ABL1	ENSG00000097007	protein_coding
ABL2	1496.030147034	-0.18188769425708	0.143982958530774	-1.26325848637291	0.206496300129906	0.999988108490199	ABL2	ENSG00000143322	protein_coding	chr1	179099327	179229684	ABL2	ENSG00000143322	protein_coding
ABLIM1	13808.5861963604	-0.0234191678209718	0.166629253993756	-0.140546556259859	0.888228170927008	0.999988108490199	ABLIM1	ENSG00000099204	protein_coding	chr10	114431113	114685003	ABLIM1	ENSG00000099204	protein_coding
ABLIM2	132.347957958289	0.411303933853014	0.246980072939137	1.66533246572638	0.0958464448006431	0.999988108490199	ABLIM2	ENSG00000163995	protein_coding	chr4	7965310	8158832	ABLIM2	ENSG00000163995	protein_coding
ABR	3768.30612952902	-0.100114379080683	0.13394232900021	-0.74744391730359	0.454795644001842	0.999988108490199	ABR	ENSG00000159842	protein_coding	chr17	1003518	1229021	ABR	ENSG00000159842	protein_coding
ABRACL	1163.3463928741	0.00752344751368716	0.204347033437131	0.0368170136220834	0.970630908336452	0.999988108490199	ABRACL	ENSG00000146386	protein_coding	chr6	139028682	139043302	ABRACL	ENSG00000146386	protein_coding
ABT1	959.150710383398	0.0528723352235835	0.137463774794421	0.384627406767018	0.700513485720738	0.999988108490199	ABT1	ENSG00000146109	protein_coding	chr6	26596952	26600744	ABT1	ENSG00000146109	protein_coding
ABTB1	3473.62425480378	0.0738862183098117	0.129099680078945	0.5723191433521	0.567105782904631	0.999988108490199	ABTB1	ENSG00000114626	protein_coding	chr3	127672935	127680920	ABTB1	ENSG00000114626	protein_coding
ABTB2	142.549827880897	-0.213600008902833	0.293157301026026	-0.728619100241581	0.466234691550802	0.999988108490199	ABTB2	ENSG00000166016	protein_coding	chr11	34150988	34358008	ABTB2	ENSG00000166016	protein_coding
AC002117.1	68.6640937571295	-0.0336138167524049	0.363735128262553	-0.0924128964748812	0.926369993370255	0.999988108490199	AC002117.1	ENSG00000224505	antisense	chr17	45150400	45161510	HEXIM2-AS1	ENSG00000224505	lncRNA
AC002310.12	150.891672729081	-0.260985625150601	0.306125931175398	-0.852543344330626	0.393912592545434	0.999988108490199	AC002310.12	ENSG00000235560	antisense	chr16	30534752	30537144	ZNF747-DT	ENSG00000235560	lncRNA
AC002429.5	393.985582489697	0.109396562163332	0.426289712702863	0.256624917053969	0.797468337990148	0.999988108490199	AC002429.5	ENSG00000236197	antisense	chr7	95154713	95214332	PPP1R9A-AS1	ENSG00000236197	lncRNA
AC002467.7	19.1134018839037	0.665850829678418	0.548395097023647	1.21418085845816	0.224678668306259	0.999988108490199	AC002467.7	ENSG00000241764	antisense	chr7	107742817	107744581	CBLL1-AS1	ENSG00000241764	lncRNA
AC003664.1	45.7181756050584	-0.00616258287410773	0.77454107210417	-0.00795643135794728	0.993651753239559	0.999988108490199	AC003664.1	ENSG00000234634	lincRNA	chr17	13299184	13306760	LINC02093	ENSG00000234634	lncRNA
AC003956.1	78.0574701122021	-0.23569972928607	0.373783394255448	-0.630578385526111	0.528316235230548	0.999988108490199	AC003956.1	ENSG00000268564	antisense	chr19	15124160	15126174	ILVBL-AS1	ENSG00000268564	lncRNA
AC004854.4	25.6566713817752	0.785344595593738	0.743672065039491	1.05603616501587	0.290951692516186	0.999988108490199	AC004854.4	ENSG00000234183	antisense	chr7	44848416	44849568	H2AZ2-DT	ENSG00000234183	lncRNA
AC004906.3	54.9344456079791	-0.107070070452604	0.434454953566007	-0.246446886089738	0.80533631532348	0.999988108490199	AC004906.3	ENSG00000237286	antisense	chr7	2944035	2947091	CARD11-AS1	ENSG00000237286	lncRNA
AC005154.6	1178.26598636646	0.222835483467	0.287541962873542	0.774966830024046	0.438359260068183	0.999988108490199	AC005154.6	ENSG00000196295	processed_transcript	chr7	30516309	30594809	GARS1-DT	ENSG00000196295	lncRNA
AC005534.8	25.7790784207215	0.569507933511145	0.497473130807218	1.14480139376983	0.252291437861368	0.999988108490199	AC005534.8	ENSG00000224903	antisense	chr7	156654185	156657693	RNF32-AS1	ENSG00000224903	lncRNA
AC005624.2	12.4066459401463	1.4005874756194	1.02663160316111	1.36425517323531	0.172487268908732	0.999988108490199	AC005624.2	ENSG00000267201	lincRNA	chr19	2458935	2462185	LINC01775	ENSG00000267201	lncRNA
AC005682.5	138.259331506302	0.0357108107031407	0.246606760395661	0.144808725623927	0.884861892794663	0.999988108490199	AC005682.5	ENSG00000228649	processed_transcript	chr7	22854178	22861579	SNHG26	ENSG00000228649	lncRNA
AC005775.2	71.1127138687723	0.313551855146324	0.391596131140068	0.800702127044691	0.423304110881457	0.999988108490199	AC005775.2	ENSG00000266933	antisense	chr19	490046	507833	MADCAM1-AS1	ENSG00000266933	lncRNA
AC006042.7	27.9241418150809	-0.112509064477471	0.565229114992794	-0.199050370005984	0.842223343285132	0.999988108490199	AC006042.7	ENSG00000233108	antisense	chr7	7958183	7969903	GLCCI1-DT	ENSG00000233108	lncRNA
AC006116.20	33.467003647342	0.815310967288531	0.632291541248572	1.28945417438063	0.197240237933261	0.999988108490199	AC006116.20	ENSG00000267710	processed_transcript	chr19	56272769	56310450	EDDM13	ENSG00000267710	protein_coding
AC006145.4	231.72569287418	0.505141579554388	0.315069311034859	1.60327128622978	0.108874772978862	0.999988108490199	AC006145.4	ENSG00000223770	antisense	chr7	82009177	82029955	CACNA2D1-AS1	ENSG00000223770	lncRNA
AC006262.5	46.7021727034669	0.830028588630068	0.720123352569773	1.15262001387415	0.249066384802593	0.999988108490199	AC006262.5	ENSG00000268621	lincRNA	chr19	46189166	46203083	IGFL2-AS1	ENSG00000268621	lncRNA
AC006378.2	57.7437066350732	0.212724910061024	0.410362004650363	0.518383543433243	0.604190694262442	0.999988108490199	AC006378.2	ENSG00000236861	antisense	chr7	93969442	94011113	BET1-AS1	ENSG00000236861	lncRNA
AC007038.7	107.355514395796	0.206468704838097	0.415968995986429	0.496355994870428	0.619643266397132	0.999988108490199	AC007038.7	ENSG00000229127	antisense	chr2	210030733	210064356	KANSL1L-AS1	ENSG00000229127	lncRNA
AC007246.3	93.3234437086612	-0.127534836702137	0.434871013670374	-0.293270493302658	0.769315405514345	0.999988108490199	AC007246.3	ENSG00000231312	antisense	chr2	39436637	39665343	MAP4K3-DT	ENSG00000231312	lncRNA
AC007250.4	45.9168770567489	0.04519005502712	0.489842425000957	0.0922542693745479	0.926496021113585	0.999988108490199	AC007250.4	ENSG00000225226	lincRNA	chr2	58275877	58296548	LINC01795	ENSG00000225226	lncRNA
AC007383.3	247.686384587238	-0.491821613672347	0.212277976864766	-2.3168753581332	0.0205105224605962	0.999988108490199	AC007383.3	ENSG00000227946	lincRNA	chr2	206084605	206086564	INO80D-AS1	ENSG00000227946	lncRNA
AC007386.2	929.019611905208	0.856665592520352	0.427029916512031	2.00610205373332	0.0448453607977421	0.999988108490199	AC007386.2	ENSG00000237638	lincRNA	chr2	64901840	64905137	LINC02245	ENSG00000237638	lncRNA
AC008063.2	23.5131497537388	-0.453638573854988	0.618337426916556	-0.733642432283508	0.463166692647078	0.999988108490199	AC008063.2	ENSG00000230918	antisense	chr2	162073256	162075169	DPP4-DT	ENSG00000230918	lncRNA
AC009005.2	12.1627313278374	0.118410280448889	0.853317203093257	0.138764670417582	0.889636112749873	0.999988108490199	AC009005.2	ENSG00000267751	antisense	chr19	567210	572228	BSG-AS1	ENSG00000267751	lncRNA
AC009133.12	603.949840996558	0.128950159081514	0.200570732132208	0.642916130936369	0.520278521853145	0.999988108490199	AC009133.12	ENSG00000238045	antisense	chr16	29808636	29821252	MVP-DT	ENSG00000238045	lncRNA
AC009299.2	26.6226028596447	0.0320017710454497	0.62616876027524	0.0511072622520852	0.959240049117001	0.999988108490199	AC009299.2	ENSG00000235724	antisense	chr2	161222785	161308303	PSMD14-DT	ENSG00000235724	lncRNA
AC009299.3	105.163176828277	-0.333179301307903	0.438470026983079	-0.759867906137995	0.447333547259124	0.999988108490199	AC009299.3	ENSG00000227403	lincRNA	chr2	161244739	161249050	LINC01806	ENSG00000227403	lncRNA
AC009403.2	102.433341394922	0.218034806890687	0.379528049692515	0.574489308675166	0.565636733302069	0.999988108490199	AC009403.2	ENSG00000216895	antisense	chr7	155611231	155645205	RBM33-DT	ENSG00000216895	lncRNA
AC009502.4	370.895084002939	0.600043970413222	0.323985216020729	1.85207207224799	0.0640154742285598	0.999988108490199	AC009502.4	ENSG00000227308	lincRNA	chr2	219685381	219737937	LINC02832	ENSG00000227308	lncRNA
AC009948.5	348.220673850221	0.351015945421383	0.203441763506071	1.72538784255529	0.0844576007882706	0.999988108490199	AC009948.5	ENSG00000223960	antisense	chr2	178413939	178440243	CHROMR	ENSG00000223960	lncRNA
AC010127.3	24.9161088228315	0.826495128322953	0.936873568758071	0.882184273187004	0.377677165171573	0.999988108490199	AC010127.3	ENSG00000236107	antisense	chr2	165957399	166301784	SCN1A-AS1	ENSG00000236107	lncRNA
AC010226.4	13.2941140900165	0.328464099912775	0.941247392100132	0.34896681007519	0.727114226816041	0.999988108490199	AC010226.4	ENSG00000249249	antisense	chr5	115602057	115620659	TICAM2-AS1	ENSG00000249249	lncRNA
AC010642.1	127.132471140813	-0.312781730551403	0.372031148757825	-0.840740705706364	0.40049321121094	0.999988108490199	AC010642.1	ENSG00000267216	protein_coding	chr19	58278966	58315197	ZNF8-ERVK3-1	ENSG00000267216	lncRNA
AC012074.2	100.621983909416	0.104551052350519	0.552254169805542	0.189316908892392	0.849844443576093	0.999988108490199	AC012074.2	ENSG00000235072	lincRNA	chr2	25369136	25375845	ARNILA	ENSG00000235072	lncRNA
AC012146.7	34.0185915440304	-1.61525855257476	0.757636250834818	-2.13197104916106	0.0330092266203127	0.999988108490199	AC012146.7	ENSG00000234327	processed_transcript	chr17	5111468	5115004	ZNF232-AS1	ENSG00000234327	lncRNA
AC012594.1	83.4675123858249	0.334787080562564	0.517543783127737	0.646876827578342	0.517711664167066	0.999988108490199	AC012594.1	ENSG00000231898	antisense	chr2	170332085	170408564	MYO3B-AS1	ENSG00000231898	lncRNA
AC013264.2	21.5083230309238	0.629191634245858	0.776712394480721	0.810070289487926	0.417899778868004	0.999988108490199	AC013264.2	ENSG00000231621	antisense	chr2	197197991	197199273	ANKRD44-AS1	ENSG00000231621	lncRNA
AC013461.1	248.750031810719	-0.0241924541195448	0.409241359715322	-0.0591153693174454	0.952860217105273	0.999988108490199	AC013461.1	ENSG00000091436	protein_coding	chr2	173075435	173268010	MAP3K20	ENSG00000091436	protein_coding
AC015971.2	312.495466257427	0.186833111032649	0.28495231790018	0.65566447189981	0.512040033083691	0.999988108490199	AC015971.2	ENSG00000228363	antisense	chr2	86562070	86618766	CHMP3-AS1	ENSG00000228363	lncRNA
AC016747.3	280.545054012829	0.312512701102439	0.356839185691459	0.875780221549584	0.381149524281049	0.999988108490199	AC016747.3	ENSG00000212978	processed_transcript	chr2	61141592	61144969	C2orf74-DT	ENSG00000212978	lncRNA
AC016757.3	67.027178837707	0.507437181514898	0.642794011196179	0.789424252056434	0.429864085939551	0.999988108490199	AC016757.3	ENSG00000186235	processed_transcript	chr2	238224552	238231677	LINC02610	ENSG00000186235	lncRNA
AC016831.7	138.79917987601	0.0442056478384915	0.384445118918485	0.114985587443145	0.908456545820482	0.999988108490199	AC016831.7	ENSG00000233559	lincRNA	chr7	130853720	130928649	LINC00513	ENSG00000233559	lncRNA
AC017002.1	14.4870026885889	-0.363295451224658	0.970389091483616	-0.37438121925837	0.708120713563131	0.999988108490199	AC017002.1	ENSG00000240350	lincRNA	chr2	111491273	111570974	SOCAR	ENSG00000240350	lncRNA
AC017074.2	19.0358903435766	-0.304355400968507	0.922518081627447	-0.329918087276493	0.741461856319872	0.999988108490199	AC017074.2	ENSG00000227359	lincRNA	chr2	113677702	113704078	LINC02936	ENSG00000227359	lncRNA
AC020571.3	50.3620472937089	-0.585335906737915	0.487797863460827	-1.19995586406442	0.230156482063771	0.999988108490199	AC020571.3	ENSG00000229056	antisense	chr2	196260024	196264204	HECW2-AS1	ENSG00000229056	lncRNA
AC025171.1	132.036939706039	-0.263430984176056	0.388287586162273	-0.678442972590844	0.497490870280821	0.999988108490199	AC025171.1	ENSG00000215068	antisense	chr5	43041575	43045390	ANXA2R-AS1	ENSG00000215068	lncRNA
AC025335.1	355.238075342784	0.155805954639673	0.226390794942202	0.688216827364603	0.49131624875171	0.999988108490199	AC025335.1	ENSG00000179859	antisense	chr17	7913324	7915953	RNF227	ENSG00000179859	protein_coding
AC034220.3	63.0197224794592	0.209295420505524	0.546632002991878	0.382881754745403	0.701807440031827	0.999988108490199	AC034220.3	ENSG00000233006	processed_transcript	chr5	132311285	132369916	MIR3936HG	ENSG00000233006	lncRNA
AC062017.1	19.5029981332004	0.341330709803417	0.644639350783102	0.529490961711803	0.596464912674796	0.999988108490199	AC062017.1	ENSG00000222020	antisense	chr2	239401436	239402364	HDAC4-AS1	ENSG00000222020	lncRNA
AC062029.1	116.462251959615	0.342543551620728	0.331327785782269	1.03385096668539	0.301205840741089	0.999988108490199	AC062029.1	ENSG00000234028	antisense	chr2	88627539	88631821	EIF2AK3-DT	ENSG00000234028	lncRNA
AC067945.4	53.4716753237163	0.336423265630199	0.42223403438054	0.796769654354762	0.425584822057755	0.999988108490199	AC067945.4	ENSG00000231858	processed_transcript	chr2	191021526	191032314	STAT4-AS1	ENSG00000231858	lncRNA
