baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
AHCY	2081.11396927769	0.435157407222383	0.0344439463453603	12.6337848415851	1.37501931048864e-36	2.68697106860287e-34	AHCY	ENSG00000101444	protein_coding	chr20	34280268	34311802	AHCY	ENSG00000101444	protein_coding
EPRS	11094.7269741109	-0.392819341299206	0.031109113449615	-12.6271467663463	1.49605093507773e-36	2.88501611901305e-34	EPRS	ENSG00000136628	protein_coding	chr1	219968601	220046658	EPRS1	ENSG00000136628	protein_coding
CTSL	3254.66937405248	0.479147108807424	0.037951729987552	12.6251717369559	1.53406409062966e-36	2.91990172886601e-34	CTSL	ENSG00000135047	protein_coding	chr9	87725519	87731393	CTSL	ENSG00000135047	protein_coding
NT5C3B	668.513649997663	0.759028995298662	0.0601535813609122	12.6181846222024	1.67641307277265e-36	3.14993717878923e-34	NT5C3B	ENSG00000141698	protein_coding	chr17	41825181	41836263	NT5C3B	ENSG00000141698	protein_coding
TNFSF12	324.636613413658	1.0732596006975	0.0853489423452338	12.5749607576412	2.89944239482961e-36	5.37901616944591e-34	TNFSF12	ENSG00000239697	protein_coding	chr17	7548891	7557890	TNFSF12	ENSG00000239697	protein_coding
UBE2J1	3220.1048419556	0.510644335612742	0.0406231477644926	12.5702798456962	3.07633056316088e-36	5.63583759171074e-34	UBE2J1	ENSG00000198833	protein_coding	chr6	89326625	89352848	UBE2J1	ENSG00000198833	protein_coding
EIF2AK4	4056.47337146467	0.377772992530092	0.0302896889407379	12.4719997379045	1.06128822783121e-35	1.92027657618447e-33	EIF2AK4	ENSG00000128829	protein_coding	chr15	39934146	40035591	EIF2AK4	ENSG00000128829	protein_coding
TNFAIP2	215.353263679943	1.80226534684608	0.144821137964814	12.4447671947169	1.49319112903366e-35	2.66880599842893e-33	TNFAIP2	ENSG00000185215	protein_coding	chr14	103123442	103137439	TNFAIP2	ENSG00000185215	protein_coding
PHF2	708.674829741975	0.807021951624445	0.0652582270802216	12.3665932669666	3.9627507145731e-35	6.99735837021486e-33	PHF2	ENSG00000197724	protein_coding	chr9	93576407	93679587	PHF2	ENSG00000197724	protein_coding
SEPT5	461.687667996683	0.964676038821883	0.0788744231545009	12.2305305096464	2.1353942592754e-34	3.68192214869885e-32	SEPT5	ENSG00000184702	protein_coding	chr22	19714464	19724772	SEPTIN5	ENSG00000184702	protein_coding
MANSC1	320.755728720127	-1.1924406010438	0.0978264502890696	-12.1893475386281	3.54246200050441e-34	6.03701431155727e-32	MANSC1	ENSG00000111261	protein_coding	chr12	12326056	12350541	MANSC1	ENSG00000111261	protein_coding
LRRK1	536.757362197127	0.754610159447849	0.0620582523453223	12.1597069032629	5.09411288597288e-34	8.58153085710558e-32	LRRK1	ENSG00000154237	protein_coding	chr15	100919215	101078254	LRRK1	ENSG00000154237	protein_coding
EIF2AK2	2378.45717792671	0.590007322612987	0.0486371379182244	12.1307985598369	7.25385942850074e-34	1.20809731572849e-31	EIF2AK2	ENSG00000055332	protein_coding	chr2	37099210	37157065	EIF2AK2	ENSG00000055332	protein_coding
DIRC2	279.265974714543	1.26514461375048	0.104783751516544	12.0738625544509	1.45157522976564e-33	2.39036927724104e-31	DIRC2	ENSG00000138463	protein_coding	chr3	122794795	122881139	SLC49A4	ENSG00000138463	protein_coding
ACOX2	135.870077009584	2.19502261104939	0.182109178718481	12.0533332064642	1.86262404326128e-33	3.03317977533748e-31	ACOX2	ENSG00000168306	protein_coding	chr3	58505136	58537319	ACOX2	ENSG00000168306	protein_coding
FBXO17	284.872856322865	1.03501514063131	0.0862102167317682	12.0057132422207	3.31592765443867e-33	5.34046546191792e-31	FBXO17	ENSG00000269190	protein_coding	chr19	38941401	38975910	FBXO17	ENSG00000269190	protein_coding
TMEM115	1466.8798165169	0.523070823108627	0.043578640376368	12.0029174520158	3.42989188514602e-33	5.46396689877175e-31	TMEM115	ENSG00000126062	protein_coding	chr3	50354749	50359610	TMEM115	ENSG00000126062	protein_coding
DDRGK1	883.943457805447	0.754080748148284	0.0629251067078979	11.9837817939471	4.32150382717363e-33	6.81031828936094e-31	DDRGK1	ENSG00000198171	protein_coding	chr20	3190350	3204685	DDRGK1	ENSG00000198171	protein_coding
HSD17B12	2754.5099524424	0.598974347349698	0.0501259228405809	11.9493929170074	6.54012246052931e-33	1.01970249767572e-30	HSD17B12	ENSG00000149084	protein_coding	chr11	43556436	43856617	HSD17B12	ENSG00000149084	protein_coding
RGN	65.9006812077767	2.46477315621467	0.206882921577525	11.9138551283995	1.00233506211312e-32	1.54633922845577e-30	RGN	ENSG00000130988	protein_coding	chrX	47078355	47093314	RGN	ENSG00000130988	protein_coding
DLG3	100.118632704058	1.77412772409946	0.149276249608807	11.8848626539636	1.41868078374547e-32	2.16585266318475e-30	DLG3	ENSG00000082458	protein_coding	chrX	70444861	70505490	DLG3	ENSG00000082458	protein_coding
SMO	105.337990926167	1.76210913779824	0.148330713705533	11.8795972444142	1.51093594294696e-32	2.28291517317841e-30	SMO	ENSG00000128602	protein_coding	chr7	129188872	129213545	SMO	ENSG00000128602	protein_coding
HSPA12A	455.068281402498	0.911564875978749	0.0768140229242923	11.8671674946277	1.75302868358235e-32	2.6216722843452e-30	HSPA12A	ENSG00000165868	protein_coding	chr10	116671192	116742574	HSPA12A	ENSG00000165868	protein_coding
TSPAN3	3140.00589825233	0.502401254918769	0.0424749192465296	11.8281862292138	2.7910763730582e-32	4.13192073975161e-30	TSPAN3	ENSG00000140391	protein_coding	chr15	77041404	77083984	TSPAN3	ENSG00000140391	protein_coding
ZMYND8	1182.0202325697	-0.630083256148517	0.0532754725120685	-11.8268919342909	2.83443766005414e-32	4.15415183457535e-30	ZMYND8	ENSG00000101040	protein_coding	chr20	47209214	47356889	ZMYND8	ENSG00000101040	protein_coding
LRRC8E	123.812955423141	1.40756697528506	0.120669631506002	11.6646330789122	1.93234352817996e-31	2.80400264841639e-29	LRRC8E	ENSG00000171017	protein_coding	chr19	7888505	7902021	LRRC8E	ENSG00000171017	protein_coding
PELI3	131.399001947186	1.5038828634253	0.128986484842239	11.6592282149923	2.05900233526796e-31	2.9585037476164e-29	PELI3	ENSG00000174516	protein_coding	chr11	66466327	66477337	PELI3	ENSG00000174516	protein_coding
MRS2	403.643404563078	0.89489208492514	0.0767702982418965	11.6567488393156	2.11982969118951e-31	3.01633242272557e-29	MRS2	ENSG00000124532	protein_coding	chr6	24402908	24426194	MRS2	ENSG00000124532	protein_coding
KLHL42	1013.36795244476	0.60772144706164	0.0521569530767521	11.6517820005195	2.2471005358364e-31	3.16668321665561e-29	KLHL42	ENSG00000087448	protein_coding	chr12	27780020	27803040	KLHL42	ENSG00000087448	protein_coding
PDCD7	438.066456997467	0.722899982121606	0.0623344225594077	11.597123265763	4.26163765668085e-31	5.94843442822044e-29	PDCD7	ENSG00000090470	protein_coding	chr15	65117379	65133836	PDCD7	ENSG00000090470	protein_coding
WWC3	1512.79128370494	0.454860878456892	0.0392653319058238	11.5842871148487	4.95068079444751e-31	6.84501676636063e-29	WWC3	ENSG00000047644	protein_coding	chrX	10015562	10144478	WWC3	ENSG00000047644	protein_coding
GDF11	1066.36627169321	-0.58294599355278	0.0504797419419786	-11.5481175443174	7.54550300536204e-31	1.03352235557557e-28	GDF11	ENSG00000135414	protein_coding	chr12	55743280	55757278	GDF11	ENSG00000135414	protein_coding
AKAP12	1348.71890899185	-0.560476895561246	0.0488129571891755	-11.4821335939371	1.62227098586846e-30	2.20148181193408e-28	AKAP12	ENSG00000131016	protein_coding	chr6	151239999	151358557	AKAP12	ENSG00000131016	protein_coding
AS3MT	100.651558059313	1.81574114118898	0.158232438885543	11.4751510750737	1.75870237657149e-30	2.36472862670016e-28	AS3MT	ENSG00000214435	protein_coding	chr10	102869516	102901899	AS3MT	ENSG00000214435	protein_coding
FOXF2	150.484821584701	1.23205218142106	0.107434104112477	11.4679802247075	1.9106682910321e-30	2.54570495212422e-28	FOXF2	ENSG00000137273	protein_coding	chr6	1389834	1395597	FOXF2	ENSG00000137273	protein_coding
EXT2	4197.60820348286	0.552565764337379	0.0482367573770154	11.4552841937231	2.21236427581066e-30	2.92111809245775e-28	EXT2	ENSG00000151348	protein_coding	chr11	44095549	44245429	EXT2	ENSG00000151348	protein_coding
ADCK2	111.370175711205	1.45655436143838	0.12738691765381	11.4340969093604	2.82460263922638e-30	3.6961943107591e-28	ADCK2	ENSG00000133597	protein_coding	chr7	140673153	140696261	ADCK2	ENSG00000133597	protein_coding
AXIN1	357.959709159923	1.03535193602695	0.090598899537109	11.4278643705035	3.03481029373633e-30	3.93612209424776e-28	AXIN1	ENSG00000103126	protein_coding	chr16	287440	352673	AXIN1	ENSG00000103126	protein_coding
H2AFY	2269.12989033056	0.408910363833861	0.0360496450031884	11.3429789335705	8.03615097735318e-30	1.03313884845691e-27	H2AFY	ENSG00000113648	protein_coding	chr5	135333900	135399914	MACROH2A1	ENSG00000113648	protein_coding
CTSZ	5359.45588074086	0.38658259209478	0.0342051012253757	11.3018987883593	1.28411051136867e-29	1.63651510040167e-27	CTSZ	ENSG00000101160	protein_coding	chr20	58995185	59007247	CTSZ	ENSG00000101160	protein_coding
H6PD	1300.58373210809	0.719751273269364	0.0640682993082645	11.2341248486445	2.77227240011171e-29	3.50262278414114e-27	H6PD	ENSG00000049239	protein_coding	chr1	9234775	9271337	H6PD	ENSG00000049239	protein_coding
CNOT6L	443.450109411923	0.988634814661344	0.0881761381933362	11.212044833418	3.55875419415555e-29	4.45787192047382e-27	CNOT6L	ENSG00000138767	protein_coding	chr4	77713387	77819615	CNOT6L	ENSG00000138767	protein_coding
CUL1	1683.36819657666	0.44380634352361	0.0397398615530241	11.1677878628603	5.86226840365901e-29	7.28113607830732e-27	CUL1	ENSG00000055130	protein_coding	chr7	148697914	148801036	CUL1	ENSG00000055130	protein_coding
CTSK	2055.53458906218	-0.462187858361305	0.0415438680371705	-11.1252967091984	9.44909614613831e-29	1.15404960931503e-26	CTSK	ENSG00000143387	protein_coding	chr1	150796208	150808323	CTSK	ENSG00000143387	protein_coding
TMCO3	3680.00458258649	0.388027246977384	0.0349017804908697	11.1176920351926	1.02899488335323e-28	1.24635942234917e-26	TMCO3	ENSG00000150403	protein_coding	chr13	113490995	113554590	TMCO3	ENSG00000150403	protein_coding
RNPEP	2024.40685667134	0.363154110104074	0.032703981367019	11.1042782843041	1.1957946134901e-28	1.43652179141893e-26	RNPEP	ENSG00000176393	protein_coding	chr1	201982372	202006147	RNPEP	ENSG00000176393	protein_coding
MFSD2A	103.894140878153	1.79247150836031	0.161580102180973	11.0933925908322	1.35066209868203e-28	1.60937428603933e-26	MFSD2A	ENSG00000168389	protein_coding	chr1	39955112	39969968	MFSD2A	ENSG00000168389	protein_coding
