baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
AARS2	731.183503462199	-0.00524097333190424	0.148350108642143	-0.0353284091253803	0.971817870259246	0.990213445688631	AARS2	ENSG00000124608	protein_coding	chr6	44299654	44313326	AARS2	ENSG00000124608	protein_coding
AARSD1	657.870661795397	0.0300564484093695	0.171343454326447	0.175416379502338	0.860752471148203	0.945707554008224	AARSD1	ENSG00000266967	protein_coding	chr17	42950526	42964498	AARSD1	ENSG00000266967	protein_coding
AASDH	498.249199395663	-0.362408609043775	0.134038756284725	-2.70375986087149	0.00685598167014947	0.0850333193826165	AASDH	ENSG00000157426	protein_coding	chr4	56338287	56387508	AASDH	ENSG00000157426	protein_coding
AASDHPPT	544.25130416778	0.118661814016779	0.135620325988424	0.874955971031274	0.381597862768518	0.666965945869686	AASDHPPT	ENSG00000149313	protein_coding	chr11	106075501	106098710	AASDHPPT	ENSG00000149313	protein_coding
AASS	143.400600578435	-0.521448812956635	0.216288679203362	-2.4108927701498	0.0159135263542606	0.137702421525024	AASS	ENSG00000008311	protein_coding	chr7	122075647	122144280	AASS	ENSG00000008311	protein_coding
AATF	2527.8545598647	0.0166533161420759	0.11820757683019	0.140881968725229	0.887963186938005	0.958387710386797	AATF	ENSG00000275700	protein_coding	chr17	36948875	37056871	AATF	ENSG00000275700	protein_coding
ABALON	94.2667379062477	0.154502345857755	0.198423677761527	0.778648735880412	0.436186661883654	0.709486883331533	ABALON	ENSG00000281376	antisense	chr20	31721507	31723409	ABALON	ENSG00000281376	lncRNA
ABAT	342.414163461624	-0.167051367363619	0.135005392899289	-1.23736810638546	0.215950453733615	0.511605266613778	ABAT	ENSG00000183044	protein_coding	chr16	8674565	8784575	ABAT	ENSG00000183044	protein_coding
ABCA1	350.057648005247	0.479713693987818	0.252740568650717	1.89804785416454	0.0576897784376493	0.268768961718594	ABCA1	ENSG00000165029	protein_coding	chr9	104781002	104928237	ABCA1	ENSG00000165029	protein_coding
ABCA2	3054.50382144831	-0.122349588580328	0.189087449234063	-0.647052932788139	0.517597685822788	0.765311540840736	ABCA2	ENSG00000107331	protein_coding	chr9	137007227	137028922	ABCA2	ENSG00000107331	protein_coding
ABCA3	473.391108976663	0.055237215242687	0.172436846367527	0.320333017022105	0.748715896774411	0.895127434464941	ABCA3	ENSG00000167972	protein_coding	chr16	2275881	2340746	ABCA3	ENSG00000167972	protein_coding
ABCA5	1630.36399747926	0.215649183112384	0.156669590235297	1.3764584613294	0.168679739146385	0.450710389430362	ABCA5	ENSG00000154265	protein_coding	chr17	69244311	69327244	ABCA5	ENSG00000154265	protein_coding
ABCA7	5215.00906183025	-0.293119927822939	0.210731463771688	-1.3909642280116	0.16423627450732	0.444827181252131	ABCA7	ENSG00000064687	protein_coding	chr19	1040101	1065572	ABCA7	ENSG00000064687	protein_coding
ABCA9	314.809820946895	0.220285039568126	0.194657649758297	1.13165364855504	0.257780075703393	0.557002061579401	ABCA9	ENSG00000154258	protein_coding	chr17	68974488	69061064	ABCA9	ENSG00000154258	protein_coding
ABCB1	288.939785831817	-0.289348399617297	0.219833088285331	-1.31621859963928	0.188100682676395	0.477152588502709	ABCB1	ENSG00000085563	protein_coding	chr7	87503633	87713323	ABCB1	ENSG00000085563	protein_coding
ABCB10	900.60614424154	-0.14524856931788	0.112327977913077	-1.29307561674686	0.195984907430193	0.486379204650626	ABCB10	ENSG00000135776	protein_coding	chr1	229516582	229558695	ABCB10	ENSG00000135776	protein_coding
ABCB6	184.682900639139	-0.319925290737697	0.181583358797972	-1.76186459406582	0.0780921779378058	0.310459761972058	ABCB6	ENSG00000115657	protein_coding	chr2	219209768	219218990	ABCB6	ENSG00000115657	protein_coding
ABCB8	1046.51922481299	-0.107924558247074	0.158959410789793	-0.678944126119044	0.497173265217277	0.750993615342803	ABCB8	ENSG00000197150	protein_coding	chr7	151028422	151047782	ABCB8	ENSG00000197150	protein_coding
ABCC1	5549.4182066066	0.0439163856745512	0.144432579044006	0.304061493364116	0.76108104258293	0.900707471426165	ABCC1	ENSG00000103222	protein_coding	chr16	15949577	16143074	ABCC1	ENSG00000103222	protein_coding
ABCC10	1458.92869563969	-0.182212849813771	0.162320767266136	-1.12254798250812	0.261629518152667	0.560961820726426	ABCC10	ENSG00000124574	protein_coding	chr6	43427366	43450430	ABCC10	ENSG00000124574	protein_coding
ABCC2	222.518666253175	0.0717974940832368	0.132296187969133	0.542702667290673	0.587334537462907	0.81185525769264	ABCC2	ENSG00000023839	protein_coding	chr10	99782732	99852192	ABCC2	ENSG00000023839	protein_coding
ABCC4	411.825646174911	0.0443695669625842	0.107292001206982	0.413540305553524	0.679210798572676	0.862715538916442	ABCC4	ENSG00000125257	protein_coding	chr13	95019829	95301446	ABCC4	ENSG00000125257	protein_coding
ABCC5	1439.79982718708	-0.224545561007516	0.10313688219954	-2.17716064533623	0.029468583489367	0.192135155016093	ABCC5	ENSG00000114770	protein_coding	chr3	183919934	184018015	ABCC5	ENSG00000114770	protein_coding
ABCC9	1009.05752684287	0.282541836555433	0.146993722172374	1.92213539721177	0.0545887231055222	0.260926636650342	ABCC9	ENSG00000069431	protein_coding	chr12	21797401	21941402	ABCC9	ENSG00000069431	protein_coding
ABCD2	1064.46950112997	-0.276319358243265	0.178910996116667	-1.5444515107561	0.122478989453571	0.383633498228777	ABCD2	ENSG00000173208	protein_coding	chr12	39550033	39619751	ABCD2	ENSG00000173208	protein_coding
ABCD3	637.771629322802	0.0692247222912558	0.0998189613401678	0.693502730962592	0.487994112582887	0.744130704529503	ABCD3	ENSG00000117528	protein_coding	chr1	94418455	94518666	ABCD3	ENSG00000117528	protein_coding
ABCD4	1314.78137388235	-0.0499540186444377	0.122066170448559	-0.409237206843392	0.682365592083039	0.865005118589427	ABCD4	ENSG00000119688	protein_coding	chr14	74285423	74303056	ABCD4	ENSG00000119688	protein_coding
ABCE1	2025.0970256991	0.247674907151449	0.153166335431305	1.61703227053134	0.105871315248396	0.359819130005659	ABCE1	ENSG00000164163	protein_coding	chr4	145097932	145129179	ABCE1	ENSG00000164163	protein_coding
ABCF1	2379.71697896496	-0.229087149588094	0.107888703481933	-2.12336548864411	0.0337232368175578	0.205652081083887	ABCF1	ENSG00000204574	protein_coding	chr6	30571376	30597179	ABCF1	ENSG00000204574	protein_coding
ABCF2	1466.63263530192	-0.390885147097903	0.179206965782671	-2.1811939362443	0.0291690751443919	0.190938384746198	ABCF2	ENSG00000033050	protein_coding	chr7	151207837	151227230	ABCF2	ENSG00000033050	protein_coding
ABCF3	1426.85022483222	-0.0413715322904374	0.129057771926288	-0.320565988959325	0.748539315242209	0.895127434464941	ABCF3	ENSG00000161204	protein_coding	chr3	184186023	184194012	ABCF3	ENSG00000161204	protein_coding
ABCG1	913.177229332787	-0.194227192112592	0.207040421470553	-0.938112426225993	0.348186636551131	0.638886237447307	ABCG1	ENSG00000160179	protein_coding	chr21	42199689	42297244	ABCG1	ENSG00000160179	protein_coding
ABHD10	595.111836054607	0.068531970771559	0.126764356939376	0.540624923489605	0.588766135431025	0.812535265426324	ABHD10	ENSG00000144827	protein_coding	chr3	111979010	111993363	ABHD10	ENSG00000144827	protein_coding
ABHD11	241.506572775403	-0.106405486658904	0.146991935248926	-0.723886562066886	0.469135380535046	0.731367749887193	ABHD11	ENSG00000106077	protein_coding	chr7	73736094	73738867	ABHD11	ENSG00000106077	protein_coding
ABHD12	656.429243761013	-0.00171581590076381	0.179091370688854	-0.00958067322933604	0.992355845690323	0.996975068533185	ABHD12	ENSG00000100997	protein_coding	chr20	25294743	25390983	ABHD12	ENSG00000100997	protein_coding
ABHD13	1070.73763623998	0.185348577808547	0.16851637844331	1.09988464931852	0.271382383875516	0.570221524267233	ABHD13	ENSG00000139826	protein_coding	chr13	108218379	108234255	ABHD13	ENSG00000139826	protein_coding
ABHD14A	407.626999753616	-0.25741167105093	0.243831703698325	-1.05569401823729	0.291108030921744	0.590500559166161	ABHD14A	ENSG00000248487	protein_coding	chr3	51971426	51981199	ABHD14A	ENSG00000248487	protein_coding
ABHD14B	3089.09416501068	0.0466099627496515	0.218601455947033	0.213218903541727	0.831156224376448	0.932869452067928	ABHD14B	ENSG00000114779	protein_coding	chr3	51968510	51983409	ABHD14B	ENSG00000114779	protein_coding
ABHD15	815.869850232822	-0.201022338053066	0.176451133172685	-1.13925217956143	0.254597987582231	0.553434292660396	ABHD15	ENSG00000168792	protein_coding	chr17	29560547	29567137	ABHD15	ENSG00000168792	protein_coding
ABHD16A	848.302023950378	-0.217679656334128	0.184702758946636	-1.1785403616901	0.238581251396335	0.538434029096741	ABHD16A	ENSG00000204427	protein_coding	chr6	31686949	31703444	ABHD16A	ENSG00000204427	protein_coding
ABHD17A	2647.95550540292	-0.202944443870901	0.218229668486355	-0.929958081678477	0.352392788589551	0.642418618541766	ABHD17A	ENSG00000129968	protein_coding	chr19	1876810	1885547	ABHD17A	ENSG00000129968	protein_coding
ABHD17B	540.91920757782	0.476082031679604	0.152865477537978	3.11438553260874	0.00184328463444293	0.0421354857064737	ABHD17B	ENSG00000107362	protein_coding	chr9	71862452	71910931	ABHD17B	ENSG00000107362	protein_coding
ABHD17C	59.5661354912786	-0.276052359859556	0.224646447989648	-1.22883029012894	0.219135442236995	0.515139823386204	ABHD17C	ENSG00000136379	protein_coding	chr15	80679684	80755621	ABHD17C	ENSG00000136379	protein_coding
ABHD18	1261.00246717272	-0.0162712495973466	0.111549075646273	-0.145866288026836	0.884026945147134	0.956932047994656	ABHD18	ENSG00000164074	protein_coding	chr4	127965306	128039711	ABHD18	ENSG00000164074	protein_coding
ABHD2	2551.60172609131	-0.257383186360988	0.103373040468456	-2.48984827373369	0.0127797639459442	0.122472297505776	ABHD2	ENSG00000140526	protein_coding	chr15	89087459	89202360	ABHD2	ENSG00000140526	protein_coding
ABHD3	905.27042654451	-0.283577089643218	0.0919806690476489	-3.08300746862709	0.00204920011966485	0.0441630172239242	ABHD3	ENSG00000158201	protein_coding	chr18	21650897	21704805	ABHD3	ENSG00000158201	protein_coding
ABHD4	335.889653563733	-0.570536161744102	0.191758471641489	-2.97528529957609	0.0029271617231592	0.0529329758127967	ABHD4	ENSG00000100439	protein_coding	chr14	22598237	22613215	ABHD4	ENSG00000100439	protein_coding
ABHD5	135.743333200036	0.11343054579126	0.140452741011441	0.807606494358274	0.41931714694449	0.696616313021407	ABHD5	ENSG00000011198	protein_coding	chr3	43690113	43734371	ABHD5	ENSG00000011198	protein_coding
ABHD6	86.1965025532892	-0.722375680406233	0.155004794920602	-4.66034409307308	3.15681199827342e-06	0.000833404874610245	ABHD6	ENSG00000163686	protein_coding	chr3	58237506	58295693	ABHD6	ENSG00000163686	protein_coding
ABHD8	229.9010801188	-0.124919672093008	0.227062377634349	-0.550155747484389	0.582212552866968	0.808612983877181	ABHD8	ENSG00000127220	protein_coding	chr19	17292131	17310236	ABHD8	ENSG00000127220	protein_coding
ABI1	3135.47596354903	0.071051473838021	0.091373835797074	0.777591016270942	0.436810158860286	0.709751200219479	ABI1	ENSG00000136754	protein_coding	chr10	26746593	26861087	ABI1	ENSG00000136754	protein_coding
ABI2	2145.78381268965	-0.202062512778293	0.0946408904681269	-2.135044501154	0.0327573752864219	0.202802254297209	ABI2	ENSG00000138443	protein_coding	chr2	203328219	203447723	ABI2	ENSG00000138443	protein_coding
ABI3	229.363611279678	-0.96181937084002	0.238035301444509	-4.0406585283916	5.33013204522353e-05	0.0050242477327507	ABI3	ENSG00000108798	protein_coding	chr17	49210227	49223225	ABI3	ENSG00000108798	protein_coding
ABL1	2082.13938137342	0.170973404832261	0.147048046029732	1.16270436397157	0.244949470431236	0.544144010675758	ABL1	ENSG00000097007	protein_coding	chr9	130713946	130887675	ABL1	ENSG00000097007	protein_coding
ABL2	2044.78843145528	0.103911799907483	0.0999884144894602	1.03923840014921	0.298693875522889	0.597750117965824	ABL2	ENSG00000143322	protein_coding	chr1	179099327	179229684	ABL2	ENSG00000143322	protein_coding
ABLIM1	17714.9194935835	-0.0544348068371313	0.123503749403164	-0.440754285600149	0.659390891764325	0.852220299335893	ABLIM1	ENSG00000099204	protein_coding	chr10	114431113	114685003	ABLIM1	ENSG00000099204	protein_coding
ABLIM2	111.236468678298	-0.238307852346317	0.158265876247219	-1.50574373956689	0.13213297090495	0.39875936992708	ABLIM2	ENSG00000163995	protein_coding	chr4	7965310	8158832	ABLIM2	ENSG00000163995	protein_coding
ABR	3304.70772358856	-0.0982180344438759	0.101433109452307	-0.968303495517478	0.332892819551636	0.627230061922822	ABR	ENSG00000159842	protein_coding	chr17	1003518	1229021	ABR	ENSG00000159842	protein_coding
ABRACL	1092.46952663837	-0.383223176219415	0.154484847770117	-2.48065219179083	0.0131142266327433	0.124188455228548	ABRACL	ENSG00000146386	protein_coding	chr6	139028682	139043302	ABRACL	ENSG00000146386	protein_coding
ABT1	1511.96408967575	0.354528585242802	0.199618602070491	1.77602979664995	0.0757280060841003	0.305454699538705	ABT1	ENSG00000146109	protein_coding	chr6	26596952	26600744	ABT1	ENSG00000146109	protein_coding
ABTB1	2154.95819864393	0.0391633138366074	0.200456806862099	0.195370336630919	0.845103037072739	0.938985303736244	ABTB1	ENSG00000114626	protein_coding	chr3	127672935	127680920	ABTB1	ENSG00000114626	protein_coding
AC002117.1	110.348428339975	0.550952514462037	0.278460861277406	1.97856356521562	0.0478651652157001	0.244557107409597	AC002117.1	ENSG00000224505	antisense	chr17	45150400	45161510	HEXIM2-AS1	ENSG00000224505	lncRNA
AC002310.12	76.4077065469429	-0.378532948820989	0.168964212621957	-2.24031434199575	0.0250705228058114	0.175760869795579	AC002310.12	ENSG00000235560	antisense	chr16	30534752	30537144	ZNF747-DT	ENSG00000235560	lncRNA
AC002429.5	205.813052068979	0.278339893253285	0.123467616159959	2.25435544890313	0.0241738156228362	0.17256872006699	AC002429.5	ENSG00000236197	antisense	chr7	95154713	95214332	PPP1R9A-AS1	ENSG00000236197	lncRNA
AC002451.3	51.0799744115821	0.479326816253503	0.203810771742521	2.3518227822573	0.0186816730947253	0.150871859563516	AC002451.3	ENSG00000231170	antisense	chr7	95596682	95613719	PDK4-AS1	ENSG00000231170	lncRNA
AC003664.1	31.5940031726117	0.0433308522433605	0.215624864974633	0.200954802909479	0.840733915125528	0.937108862139144	AC003664.1	ENSG00000234634	lincRNA	chr17	13299184	13306760	LINC02093	ENSG00000234634	lncRNA
AC003956.1	116.535431918491	0.428941024873205	0.221221638650042	1.93896504650597	0.052505594460216	0.256031291905454	AC003956.1	ENSG00000268564	antisense	chr19	15124160	15126174	ILVBL-AS1	ENSG00000268564	lncRNA
AC004854.4	30.9845252732375	0.0548399713883071	0.253728240152643	0.216136648231649	0.828881233626036	0.932010389433239	AC004854.4	ENSG00000234183	antisense	chr7	44848416	44849568	H2AZ2-DT	ENSG00000234183	lncRNA
AC004906.3	116.992733741387	-0.187981745710601	0.182689778084093	-1.02896696072438	0.303495200649071	0.602503065743115	AC004906.3	ENSG00000237286	antisense	chr7	2944035	2947091	CARD11-AS1	ENSG00000237286	lncRNA
AC005154.6	2163.5550170336	0.169185859805869	0.124628035584874	1.35752649082438	0.174613982072597	0.459040892617893	AC005154.6	ENSG00000196295	processed_transcript	chr7	30516309	30594809	GARS1-DT	ENSG00000196295	lncRNA
AC005235.1	163.665444904672	0.00888576854704665	0.114390377102625	0.0776793360780235	0.938083131850513	0.978593000585226	AC005235.1	ENSG00000236653	lincRNA	chr2	198299363	198375097	LINC01923	ENSG00000236653	lncRNA
AC005355.2	54.8154298433093	0.150403919068351	0.18080659311907	0.831849748804802	0.405493759105623	0.686381670251702	AC005355.2	ENSG00000251169	lincRNA	chr5	134506552	134509229	LINC01843	ENSG00000251169	lncRNA
AC005534.8	57.8231724845551	0.477913532035732	0.232071523605534	2.05933724487486	0.0394619429113945	0.221681855897773	AC005534.8	ENSG00000224903	antisense	chr7	156654185	156657693	RNF32-AS1	ENSG00000224903	lncRNA
AC005624.2	20.1493515286927	0.0993391740262568	0.22714533924916	0.437337496576542	0.661866605755022	0.853585044580693	AC005624.2	ENSG00000267201	lincRNA	chr19	2458935	2462185	LINC01775	ENSG00000267201	lncRNA
AC005682.5	169.005136301937	0.424600414291211	0.142925794162149	2.97077526684583	0.00297049064912934	0.0532612663439387	AC005682.5	ENSG00000228649	processed_transcript	chr7	22854178	22861579	SNHG26	ENSG00000228649	lncRNA
AC005775.2	92.4083059586716	-0.0347835323341058	0.199924551730227	-0.173983295363552	0.86187859037577	0.946348288958576	AC005775.2	ENSG00000266933	antisense	chr19	490046	507833	MADCAM1-AS1	ENSG00000266933	lncRNA
AC006042.7	53.7923849720513	0.496791753613518	0.230819923858151	2.1522914716791	0.0313744051001943	0.198292422382016	AC006042.7	ENSG00000233108	antisense	chr7	7958183	7969903	GLCCI1-DT	ENSG00000233108	lncRNA
AC006116.17	40.5667404907392	-0.180338460614289	0.18423957413328	-0.978825865521333	0.32766602715965	0.623533259293437	AC006116.17	ENSG00000267549	antisense	chr19	56314703	56341287	ZSCAN5A-AS1	ENSG00000267549	lncRNA
AC006116.20	40.2756002020896	-0.0713280492060119	0.252065335591839	-0.282974448027677	0.777196424320125	0.907735420081501	AC006116.20	ENSG00000267710	processed_transcript	chr19	56272769	56310450	EDDM13	ENSG00000267710	protein_coding
AC006145.4	573.707667805854	0.280781990804324	0.126385311725397	2.22163467392787	0.0263080046022748	0.180721932748681	AC006145.4	ENSG00000223770	antisense	chr7	82009177	82029955	CACNA2D1-AS1	ENSG00000223770	lncRNA
AC006262.5	93.4361018883951	0.326718626946164	0.175923079451043	1.85716750733144	0.0632873262167751	0.281773185203432	AC006262.5	ENSG00000268621	lincRNA	chr19	46189166	46203083	IGFL2-AS1	ENSG00000268621	lncRNA
AC006378.2	35.170844068267	-0.0546815187545628	0.245908796841696	-0.222365037188011	0.8240297267754	0.92950403664408	AC006378.2	ENSG00000236861	antisense	chr7	93969442	94011113	BET1-AS1	ENSG00000236861	lncRNA
AC006552.1	149.027510582054	0.0214350425117585	0.139913073192366	0.153202570872614	0.878238530344148	0.953837194074035	AC006552.1	ENSG00000250456	lincRNA	chr4	54603211	54607131	LINC02260	ENSG00000250456	lncRNA
AC007038.7	370.932134225154	0.0447921121408166	0.156250586515535	0.286668441634062	0.774366203751221	0.906646912802664	AC007038.7	ENSG00000229127	antisense	chr2	210030733	210064356	KANSL1L-AS1	ENSG00000229127	lncRNA
AC007099.1	133.401568585519	0.506498242413093	0.207031065455694	2.44648425731783	0.0144257097134227	0.129882003946115	AC007099.1	ENSG00000231172	antisense	chr2	75524068	75542706	EVA1A-AS	ENSG00000231172	lncRNA
AC007246.3	114.116425798933	0.112160544031775	0.151474105526162	0.740460183885378	0.459020812159172	0.724759414280241	AC007246.3	ENSG00000231312	antisense	chr2	39436637	39665343	MAP4K3-DT	ENSG00000231312	lncRNA
AC007250.4	80.7688528093301	-0.0418180719290241	0.169929931858667	-0.246090088259464	0.805612495613758	0.921076042066643	AC007250.4	ENSG00000225226	lincRNA	chr2	58275877	58296548	LINC01795	ENSG00000225226	lncRNA
AC007317.1	21.9566428401192	0.211981203788909	0.263215745210806	0.805351532519972	0.420616852084537	0.697474372229504	AC007317.1	ENSG00000233128	lincRNA	chr2	40746487	40767452	LINC01794	ENSG00000233128	lncRNA
AC007383.3	131.653791334322	-0.0504356362438139	0.194298412574832	-0.259578220817369	0.795189137859074	0.915197123785392	AC007383.3	ENSG00000227946	lincRNA	chr2	206084605	206086564	INO80D-AS1	ENSG00000227946	lncRNA
AC007386.4	40.86544067524	0.101758436376784	0.196455883915362	0.51797092735906	0.604478553722947	0.821867342815248	AC007386.4	ENSG00000232613	antisense	chr2	65030727	65053017	LINC02576	ENSG00000232613	lncRNA
AC007405.4	116.900974411538	-0.0478404154468265	0.129525822367741	-0.369350408839722	0.711866556724948	0.878235238354648	AC007405.4	ENSG00000234350	lincRNA	chr2	170723086	170770768	ERICH2-DT	ENSG00000234350	lncRNA
AC008063.2	31.783380146142	0.0341252535061353	0.254051153725544	0.134324339825677	0.893146107253363	0.960390939186533	AC008063.2	ENSG00000230918	antisense	chr2	162073256	162075169	DPP4-DT	ENSG00000230918	lncRNA
AC008074.3	27.7398212945508	0.299039264113576	0.253920609689897	1.17768803595258	0.238920998287	0.538726960988087	AC008074.3	ENSG00000223935	antisense	chr2	64395220	64453798	LGALSL-DT	ENSG00000223935	lncRNA
AC008753.6	33.8866355290412	-0.12096152304481	0.330787916098254	-0.365676970524163	0.714606132547671	0.879591556506998	AC008753.6	ENSG00000228323	antisense	chr19	53854581	53869107	MYADM-AS1	ENSG00000228323	lncRNA
AC009133.12	495.643406385213	0.0172038152780479	0.136133795111528	0.126374316266976	0.899435631786941	0.963140225320702	AC009133.12	ENSG00000238045	antisense	chr16	29808636	29821252	MVP-DT	ENSG00000238045	lncRNA
AC009299.2	104.893147633034	0.785067098489037	0.272380075812642	2.88224862316673	0.00394848047305105	0.0625786457855465	AC009299.2	ENSG00000235724	antisense	chr2	161222785	161308303	PSMD14-DT	ENSG00000235724	lncRNA
AC009299.3	277.526033929427	0.492356205130561	0.167972701554886	2.9311679848745	0.00337690121553507	0.0568933470138904	AC009299.3	ENSG00000227403	lincRNA	chr2	161244739	161249050	LINC01806	ENSG00000227403	lncRNA
AC009403.2	173.648315212455	0.118997773256958	0.105876077884311	1.12393446786898	0.261040827669539	0.56042361942924	AC009403.2	ENSG00000216895	antisense	chr7	155611231	155645205	RBM33-DT	ENSG00000216895	lncRNA
AC009502.4	180.317556437266	0.212324026018902	0.121263813023658	1.75092651900595	0.0799585681405533	0.314342075524575	AC009502.4	ENSG00000227308	lincRNA	chr2	219685381	219737937	LINC02832	ENSG00000227308	lncRNA
AC009948.5	424.471544297704	0.284237828450939	0.135070195839374	2.1043711877708	0.0353460806949261	0.210280750610453	AC009948.5	ENSG00000223960	antisense	chr2	178413939	178440243	CHROMR	ENSG00000223960	lncRNA
AC010127.3	39.0201300436605	0.321014361271166	0.228428867171708	1.40531433371712	0.15992782789821	0.439321191564322	AC010127.3	ENSG00000236107	antisense	chr2	165957399	166301784	SCN1A-AS1	ENSG00000236107	lncRNA
AC010226.4	45.028179863382	0.399741253732954	0.23210966416427	1.72220857400426	0.0850317422300073	0.323579178192233	AC010226.4	ENSG00000249249	antisense	chr5	115602057	115620659	TICAM2-AS1	ENSG00000249249	lncRNA
AC010642.1	253.538161715672	0.619247842507435	0.166621720348419	3.71648931011239	0.000202010183975003	0.0115475821502939	AC010642.1	ENSG00000267216	protein_coding	chr19	58278966	58315197	ZNF8-ERVK3-1	ENSG00000267216	lncRNA
AC012074.2	224.748206384384	0.345597907989204	0.139189251273131	2.48293531884182	0.0130304745581355	0.123990844435756	AC012074.2	ENSG00000235072	lincRNA	chr2	25369136	25375845	ARNILA	ENSG00000235072	lncRNA
AC012146.7	54.9531850198671	-0.123895072206146	0.305583103016585	-0.405438229349423	0.685155414900379	0.866632662488189	AC012146.7	ENSG00000234327	processed_transcript	chr17	5111468	5115004	ZNF232-AS1	ENSG00000234327	lncRNA
AC012594.1	135.817363526249	0.321285018946697	0.15994261558998	2.00875181240205	0.0445634609284811	0.23609740001889	AC012594.1	ENSG00000231898	antisense	chr2	170332085	170408564	MYO3B-AS1	ENSG00000231898	lncRNA
AC013264.2	171.778946400206	-0.206879099845848	0.245686196267371	-0.842046085571325	0.399762157768926	0.681309131360072	AC013264.2	ENSG00000231621	antisense	chr2	197197991	197199273	ANKRD44-AS1	ENSG00000231621	lncRNA
AC013472.3	57.4548758381011	0.0104530676709515	0.216295933078449	0.0483276200443409	0.961455142653802	0.986801320488503	AC013472.3	ENSG00000205500	processed_transcript	chr2	26984776	27014612	MAPRE3-AS1	ENSG00000205500	lncRNA
AC015971.2	1274.65005391858	0.862524669408776	0.197752076398391	4.36164658858567	1.2908726403343e-05	0.00212938662542002	AC015971.2	ENSG00000228363	antisense	chr2	86562070	86618766	CHMP3-AS1	ENSG00000228363	lncRNA
AC016747.3	302.249118208292	-0.162379244019463	0.112839416405572	-1.43902945612403	0.150142177199341	0.425080720882872	AC016747.3	ENSG00000212978	processed_transcript	chr2	61141592	61144969	C2orf74-DT	ENSG00000212978	lncRNA
AC016831.7	601.176793713127	0.456038725381766	0.175842368396564	2.59345190547762	0.00950178277412671	0.102862321949219	AC016831.7	ENSG00000233559	lincRNA	chr7	130853720	130928649	LINC00513	ENSG00000233559	lncRNA
