baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
ABCB10	900.60614424154	0.0910503249203849	0.151989016097231	0.599058585010762	0.54913381790731	0.999999542470284	ABCB10	ENSG00000135776	protein_coding	chr1	229516582	229558695	ABCB10	ENSG00000135776	protein_coding
ABCB6	184.682900639139	0.166268058797157	0.24570021244391	0.676711090899499	0.498589278175689	0.999999542470284	ABCB6	ENSG00000115657	protein_coding	chr2	219209768	219218990	ABCB6	ENSG00000115657	protein_coding
ABCB8	1046.51922481299	-0.117401083502167	0.215722575307592	-0.544222519756072	0.586288356817208	0.999999542470284	ABCB8	ENSG00000197150	protein_coding	chr7	151028422	151047782	ABCB8	ENSG00000197150	protein_coding
ABCC1	5549.4182066066	-0.214324575370201	0.195887127949771	-1.0941228125268	0.273901118512498	0.999999542470284	ABCC1	ENSG00000103222	protein_coding	chr16	15949577	16143074	ABCC1	ENSG00000103222	protein_coding
ABCC10	1458.92869563969	-0.0785622133345837	0.220195548235647	-0.356783840382226	0.721253634671522	0.999999542470284	ABCC10	ENSG00000124574	protein_coding	chr6	43427366	43450430	ABCC10	ENSG00000124574	protein_coding
ABCC2	222.518666253175	-0.080793067472677	0.179278183265563	-0.450657553535106	0.652236379193295	0.999999542470284	ABCC2	ENSG00000023839	protein_coding	chr10	99782732	99852192	ABCC2	ENSG00000023839	protein_coding
ABCC4	411.825646174911	-0.161806323296524	0.145064884015892	-1.1154065602727	0.264676239563836	0.999999542470284	ABCC4	ENSG00000125257	protein_coding	chr13	95019829	95301446	ABCC4	ENSG00000125257	protein_coding
ABCC5	1439.79982718708	-0.110378844785398	0.139821477602739	-0.789426965569669	0.429862500508315	0.999999542470284	ABCC5	ENSG00000114770	protein_coding	chr3	183919934	184018015	ABCC5	ENSG00000114770	protein_coding
ABCC9	1009.05752684287	-0.0334752802033618	0.198813583999912	-0.168375216269813	0.866288104290079	0.999999542470284	ABCC9	ENSG00000069431	protein_coding	chr12	21797401	21941402	ABCC9	ENSG00000069431	protein_coding
ABCD2	1064.46950112997	-0.287971940808035	0.242424142001344	-1.18788474790781	0.234878819451398	0.999999542470284	ABCD2	ENSG00000173208	protein_coding	chr12	39550033	39619751	ABCD2	ENSG00000173208	protein_coding
ABCD3	637.771629322802	0.0969416431610296	0.13456641870914	0.720399963757416	0.471278772325977	0.999999542470284	ABCD3	ENSG00000117528	protein_coding	chr1	94418455	94518666	ABCD3	ENSG00000117528	protein_coding
ABCD4	1314.78137388235	0.145716350199066	0.165519741619029	0.880356317462458	0.378666312690872	0.999999542470284	ABCD4	ENSG00000119688	protein_coding	chr14	74285423	74303056	ABCD4	ENSG00000119688	protein_coding
ABCE1	2025.0970256991	0.0701383574686147	0.207511301298441	0.337997771830953	0.735364866892884	0.999999542470284	ABCE1	ENSG00000164163	protein_coding	chr4	145097932	145129179	ABCE1	ENSG00000164163	protein_coding
ABCF1	2379.71697896496	-0.133788727311682	0.146285608355954	-0.914572040375535	0.360416342393959	0.999999542470284	ABCF1	ENSG00000204574	protein_coding	chr6	30571376	30597179	ABCF1	ENSG00000204574	protein_coding
ABCF2	1466.63263530192	-0.186598051852533	0.24301575888358	-0.767843421800168	0.442580213993202	0.999999542470284	ABCF2	ENSG00000033050	protein_coding	chr7	151207837	151227230	ABCF2	ENSG00000033050	protein_coding
ABCF3	1426.85022483222	-0.00786996517049937	0.175072331017289	-0.0449526497120906	0.964145050826634	0.999999542470284	ABCF3	ENSG00000161204	protein_coding	chr3	184186023	184194012	ABCF3	ENSG00000161204	protein_coding
ABCG1	913.177229332787	-0.179949366897874	0.280818839221206	-0.640802331485049	0.521651117963295	0.999999542470284	ABCG1	ENSG00000160179	protein_coding	chr21	42199689	42297244	ABCG1	ENSG00000160179	protein_coding
ABHD10	595.111836054607	-0.0808141696264312	0.171694722953912	-0.470685226872837	0.637865535643094	0.999999542470284	ABHD10	ENSG00000144827	protein_coding	chr3	111979010	111993363	ABHD10	ENSG00000144827	protein_coding
ABHD11	241.506572775403	0.0593272714178476	0.199056712551599	0.298042053731139	0.765671067075078	0.999999542470284	ABHD11	ENSG00000106077	protein_coding	chr7	73736094	73738867	ABHD11	ENSG00000106077	protein_coding
ABHD12	656.429243761013	-0.0627938040320843	0.243046635777757	-0.258361132344589	0.796128210401177	0.999999542470284	ABHD12	ENSG00000100997	protein_coding	chr20	25294743	25390983	ABHD12	ENSG00000100997	protein_coding
ABHD13	1070.73763623998	-0.197967401134318	0.228413917418795	-0.866704635914747	0.386103864708981	0.999999542470284	ABHD13	ENSG00000139826	protein_coding	chr13	108218379	108234255	ABHD13	ENSG00000139826	protein_coding
ABHD14A	407.626999753616	0.046659608162973	0.330594904723796	0.141138316097025	0.887760674732199	0.999999542470284	ABHD14A	ENSG00000248487	protein_coding	chr3	51971426	51981199	ABHD14A	ENSG00000248487	protein_coding
ABHD14B	3089.09416501068	-0.024979244109285	0.296453468927728	-0.0842602523749678	0.932849513985199	0.999999542470284	ABHD14B	ENSG00000114779	protein_coding	chr3	51968510	51983409	ABHD14B	ENSG00000114779	protein_coding
ABHD15	815.869850232822	-0.175383236578638	0.239332530335818	-0.732801497283092	0.463679507965588	0.999999542470284	ABHD15	ENSG00000168792	protein_coding	chr17	29560547	29567137	ABHD15	ENSG00000168792	protein_coding
ABHD16A	848.302023950378	-0.173323191893531	0.250607470658504	-0.691612231024483	0.48918087856945	0.999999542470284	ABHD16A	ENSG00000204427	protein_coding	chr6	31686949	31703444	ABHD16A	ENSG00000204427	protein_coding
ABHD17A	2647.95550540292	-0.00779784262517662	0.295945068918447	-0.0263489527082658	0.978979009833269	0.999999542470284	ABHD17A	ENSG00000129968	protein_coding	chr19	1876810	1885547	ABHD17A	ENSG00000129968	protein_coding
ABHD17B	540.91920757782	0.191294274497935	0.207055291678935	0.923880152720559	0.355548717607902	0.999999542470284	ABHD17B	ENSG00000107362	protein_coding	chr9	71862452	71910931	ABHD17B	ENSG00000107362	protein_coding
ABHD17C	59.5661354912786	-0.165989066842601	0.304508871113122	-0.545104207426976	0.585681849123681	0.999999542470284	ABHD17C	ENSG00000136379	protein_coding	chr15	80679684	80755621	ABHD17C	ENSG00000136379	protein_coding
ABHD18	1261.00246717272	-0.0517575466265001	0.151043864560383	-0.342665667202979	0.731849994203857	0.999999542470284	ABHD18	ENSG00000164074	protein_coding	chr4	127965306	128039711	ABHD18	ENSG00000164074	protein_coding
ABHD2	2551.60172609131	-0.27990207506336	0.14018371371895	-1.99668041056843	0.0458599114818562	0.999999542470284	ABHD2	ENSG00000140526	protein_coding	chr15	89087459	89202360	ABHD2	ENSG00000140526	protein_coding
ABHD3	905.27042654451	-0.176375442599019	0.124554093919817	-1.41605496092776	0.156759413395534	0.999999542470284	ABHD3	ENSG00000158201	protein_coding	chr18	21650897	21704805	ABHD3	ENSG00000158201	protein_coding
ABHD4	335.889653563733	-0.47451535641923	0.260412697481099	-1.8221667415187	0.0684296893144779	0.999999542470284	ABHD4	ENSG00000100439	protein_coding	chr14	22598237	22613215	ABHD4	ENSG00000100439	protein_coding
ABHD5	135.743333200036	0.0634194813868579	0.189278616301994	0.335058881060669	0.737580669950733	0.999999542470284	ABHD5	ENSG00000011198	protein_coding	chr3	43690113	43734371	ABHD5	ENSG00000011198	protein_coding
ABHD6	86.1965025532892	-0.434650115751953	0.210512439849504	-2.06472413726565	0.0389491094064982	0.999999542470284	ABHD6	ENSG00000163686	protein_coding	chr3	58237506	58295693	ABHD6	ENSG00000163686	protein_coding
ABHD8	229.9010801188	0.0277608008958065	0.308131813457216	0.090093913329923	0.928212586010032	0.999999542470284	ABHD8	ENSG00000127220	protein_coding	chr19	17292131	17310236	ABHD8	ENSG00000127220	protein_coding
ABI1	3135.47596354903	-0.0417770132389466	0.123863047040994	-0.337283913459031	0.735902885176093	0.999999542470284	ABI1	ENSG00000136754	protein_coding	chr10	26746593	26861087	ABI1	ENSG00000136754	protein_coding
ABI2	2145.78381268965	-0.0146146048997216	0.128190024180695	-0.114007349582219	0.90923196731034	0.999999542470284	ABI2	ENSG00000138443	protein_coding	chr2	203328219	203447723	ABI2	ENSG00000138443	protein_coding
ABI3	229.363611279678	-0.554393580992294	0.322919397332707	-1.71681721683971	0.086012574183504	0.999999542470284	ABI3	ENSG00000108798	protein_coding	chr17	49210227	49223225	ABI3	ENSG00000108798	protein_coding
ABL1	2082.13938137342	0.260550512693758	0.19938672734578	1.30675956299692	0.191294382517037	0.999999542470284	ABL1	ENSG00000097007	protein_coding	chr9	130713946	130887675	ABL1	ENSG00000097007	protein_coding
ABL2	2044.78843145528	0.067554230694908	0.135515129791476	0.498499546130807	0.618131989031165	0.999999542470284	ABL2	ENSG00000143322	protein_coding	chr1	179099327	179229684	ABL2	ENSG00000143322	protein_coding
ABLIM1	17714.9194935835	0.0924261046837141	0.167464625188225	0.551914200266655	0.581007138829062	0.999999542470284	ABLIM1	ENSG00000099204	protein_coding	chr10	114431113	114685003	ABLIM1	ENSG00000099204	protein_coding
ABLIM2	111.236468678298	-0.133219409222544	0.214287058993255	-0.621686675100325	0.534147915103259	0.999999542470284	ABLIM2	ENSG00000163995	protein_coding	chr4	7965310	8158832	ABLIM2	ENSG00000163995	protein_coding
ABR	3304.70772358856	-0.037528913391592	0.137578249543845	-0.272782314908229	0.785020554849017	0.999999542470284	ABR	ENSG00000159842	protein_coding	chr17	1003518	1229021	ABR	ENSG00000159842	protein_coding
ABRACL	1092.46952663837	-0.155456050022928	0.209402803265158	-0.742378075168747	0.457858299546428	0.999999542470284	ABRACL	ENSG00000146386	protein_coding	chr6	139028682	139043302	ABRACL	ENSG00000146386	protein_coding
ABT1	1511.96408967575	0.0825135645642468	0.270773229489381	0.304733096103516	0.760569440685818	0.999999542470284	ABT1	ENSG00000146109	protein_coding	chr6	26596952	26600744	ABT1	ENSG00000146109	protein_coding
ABTB1	2154.95819864393	0.0897635639972045	0.271881068740455	0.330157463382988	0.74128098566515	0.999999542470284	ABTB1	ENSG00000114626	protein_coding	chr3	127672935	127680920	ABTB1	ENSG00000114626	protein_coding
AC002117.1	110.348428339975	0.100521741085374	0.374202849015726	0.268629010574822	0.788215185393775	0.999999542470284	AC002117.1	ENSG00000224505	antisense	chr17	45150400	45161510	HEXIM2-AS1	ENSG00000224505	lncRNA
AC002310.12	76.4077065469429	0.070578814837037	0.226463407915528	0.311656596033225	0.755301517406889	0.999999542470284	AC002310.12	ENSG00000235560	antisense	chr16	30534752	30537144	ZNF747-DT	ENSG00000235560	lncRNA
AC002429.5	205.813052068979	0.304614993453376	0.165314151299708	1.84264318002106	0.0653811250426519	0.999999542470284	AC002429.5	ENSG00000236197	antisense	chr7	95154713	95214332	PPP1R9A-AS1	ENSG00000236197	lncRNA
AC002451.3	51.0799744115821	0.51945441385637	0.268506859000813	1.93460388978293	0.0530389223400375	0.999999542470284	AC002451.3	ENSG00000231170	antisense	chr7	95596682	95613719	PDK4-AS1	ENSG00000231170	lncRNA
AC002467.7	14.8302970655369	-0.855842094458651	0.642065804830208	-1.3329507474471	0.182547967342293	0.999999542470284	AC002467.7	ENSG00000241764	antisense	chr7	107742817	107744581	CBLL1-AS1	ENSG00000241764	lncRNA
AC003664.1	31.5940031726117	0.0268161854229889	0.288088921860976	0.0930830149585886	0.925837610945158	0.999999542470284	AC003664.1	ENSG00000234634	lincRNA	chr17	13299184	13306760	LINC02093	ENSG00000234634	lncRNA
AC003956.1	116.535431918491	0.179905689231108	0.296184609416705	0.607410660484375	0.543578415499445	0.999999542470284	AC003956.1	ENSG00000268564	antisense	chr19	15124160	15126174	ILVBL-AS1	ENSG00000268564	lncRNA
AC004510.3	9.19070186196488	0.0212771889300382	0.708434078075451	0.0300341126839074	0.976039847447221	0.999999542470284	AC004510.3	ENSG00000267308	lincRNA	chr19	15827045	15835853	LINC01764	ENSG00000267308	lncRNA
AC004854.4	30.9845252732375	-0.481225422417844	0.345467793571791	-1.39296753958583	0.163629606821902	0.999999542470284	AC004854.4	ENSG00000234183	antisense	chr7	44848416	44849568	H2AZ2-DT	ENSG00000234183	lncRNA
AC004906.3	116.992733741387	-0.104499364684319	0.247774670107787	-0.421751604548032	0.673206333398924	0.999999542470284	AC004906.3	ENSG00000237286	antisense	chr7	2944035	2947091	CARD11-AS1	ENSG00000237286	lncRNA
AC005154.6	2163.5550170336	0.162712621074525	0.168854735652343	0.963624860421659	0.335234038263823	0.999999542470284	AC005154.6	ENSG00000196295	processed_transcript	chr7	30516309	30594809	GARS1-DT	ENSG00000196295	lncRNA
AC005162.4	10.6348613895485	-0.244366209709448	0.412557780783372	-0.592319963631376	0.5536363500271	0.999999542470284	AC005162.4	ENSG00000229452	antisense	chr7	29080284	29082527	CPVL-AS1	ENSG00000229452	lncRNA
AC005235.1	163.665444904672	0.0235312234430937	0.153417314240334	0.153380493978868	0.878098226418271	0.999999542470284	AC005235.1	ENSG00000236653	lincRNA	chr2	198299363	198375097	LINC01923	ENSG00000236653	lncRNA
AC005355.2	54.8154298433093	-0.0188899696686085	0.241941816631845	-0.0780764976124516	0.937767202301833	0.999999542470284	AC005355.2	ENSG00000251169	lincRNA	chr5	134506552	134509229	LINC01843	ENSG00000251169	lncRNA
AC005532.5	17.6839023576375	-0.210067012126478	0.321362121859175	-0.653676951443989	0.513319955600909	0.999999542470284	AC005532.5	ENSG00000230825	processed_transcript	chr7	7255154	7277779	LINC03016	ENSG00000230825	lncRNA
AC005534.8	57.8231724845551	0.52373793915522	0.309060156196305	1.69461487886701	0.0901485026613379	0.999999542470284	AC005534.8	ENSG00000224903	antisense	chr7	156654185	156657693	RNF32-AS1	ENSG00000224903	lncRNA
AC005624.2	20.1493515286927	0.327184820744963	0.300002348500187	1.09060753150991	0.275445614109044	0.999999542470284	AC005624.2	ENSG00000267201	lincRNA	chr19	2458935	2462185	LINC01775	ENSG00000267201	lncRNA
AC005682.5	169.005136301937	0.377983765531326	0.192216813312361	1.96644486513823	0.0492472452252673	0.999999542470284	AC005682.5	ENSG00000228649	processed_transcript	chr7	22854178	22861579	SNHG26	ENSG00000228649	lncRNA
AC005775.2	92.4083059586716	0.364072096071509	0.269105476747992	1.35289738607754	0.176088414595378	0.999999542470284	AC005775.2	ENSG00000266933	antisense	chr19	490046	507833	MADCAM1-AS1	ENSG00000266933	lncRNA
AC006042.7	53.7923849720513	0.0860090741103688	0.314471359450147	0.273503680146757	0.784466063802383	0.999999542470284	AC006042.7	ENSG00000233108	antisense	chr7	7958183	7969903	GLCCI1-DT	ENSG00000233108	lncRNA
AC006116.17	40.5667404907392	-0.142571385564636	0.243072035531424	-0.586539645553775	0.557512927630804	0.999999542470284	AC006116.17	ENSG00000267549	antisense	chr19	56314703	56341287	ZSCAN5A-AS1	ENSG00000267549	lncRNA
AC006116.20	40.2756002020896	-0.45321296635742	0.341865352412265	-1.32570605110891	0.184937082307666	0.999999542470284	AC006116.20	ENSG00000267710	processed_transcript	chr19	56272769	56310450	EDDM13	ENSG00000267710	protein_coding
AC006145.4	573.707667805854	0.160313639527562	0.170458417746027	0.940485319806385	0.346968676264041	0.999999542470284	AC006145.4	ENSG00000223770	antisense	chr7	82009177	82029955	CACNA2D1-AS1	ENSG00000223770	lncRNA
AC006262.5	93.4361018883951	0.141653255056571	0.235253246080597	0.60213092663572	0.547086989696571	0.999999542470284	AC006262.5	ENSG00000268621	lincRNA	chr19	46189166	46203083	IGFL2-AS1	ENSG00000268621	lncRNA
AC006378.2	35.170844068267	-0.0622119325920312	0.328484103697181	-0.189390999113255	0.849786378479361	0.999999542470284	AC006378.2	ENSG00000236861	antisense	chr7	93969442	94011113	BET1-AS1	ENSG00000236861	lncRNA
AC006552.1	149.027510582054	-0.133286953754691	0.188244845650347	-0.708051013530876	0.478913578622435	0.999999542470284	AC006552.1	ENSG00000250456	lincRNA	chr4	54603211	54607131	LINC02260	ENSG00000250456	lncRNA
AC007038.7	370.932134225154	-0.00419957456993925	0.211009518707006	-0.0199022991743349	0.984121311033357	0.999999542470284	AC007038.7	ENSG00000229127	antisense	chr2	210030733	210064356	KANSL1L-AS1	ENSG00000229127	lncRNA
AC007099.1	133.401568585519	0.174248297928324	0.279580788256924	0.623248467874682	0.533121255917106	0.999999542470284	AC007099.1	ENSG00000231172	antisense	chr2	75524068	75542706	EVA1A-AS	ENSG00000231172	lncRNA
AC007246.3	114.116425798933	-0.119375555051237	0.205394955753132	-0.581200032948794	0.561105645469566	0.999999542470284	AC007246.3	ENSG00000231312	antisense	chr2	39436637	39665343	MAP4K3-DT	ENSG00000231312	lncRNA
AC007250.4	80.7688528093301	0.288851006285191	0.227874286463797	1.267589295693	0.204944656555425	0.999999542470284	AC007250.4	ENSG00000225226	lincRNA	chr2	58275877	58296548	LINC01795	ENSG00000225226	lncRNA
AC007317.1	21.9566428401192	0.0141863714539128	0.352311324150928	0.0402665781127019	0.96788059896039	0.999999542470284	AC007317.1	ENSG00000233128	lincRNA	chr2	40746487	40767452	LINC01794	ENSG00000233128	lncRNA
AC007383.3	131.653791334322	0.00945689520762236	0.26355023366352	0.0358827046979445	0.971375886637868	0.999999542470284	AC007383.3	ENSG00000227946	lincRNA	chr2	206084605	206086564	INO80D-AS1	ENSG00000227946	lncRNA
AC007386.4	40.86544067524	-0.100248584756473	0.262462581466961	-0.381953816792327	0.70249562097691	0.999999542470284	AC007386.4	ENSG00000232613	antisense	chr2	65030727	65053017	LINC02576	ENSG00000232613	lncRNA
AC007392.3	19.1924667351141	0.421756360173916	0.384658017982957	1.09644499908124	0.272884080496149	0.999999542470284	AC007392.3	ENSG00000232046	lincRNA	chr2	66574030	66730157	LINC01798	ENSG00000232046	lncRNA
AC007405.4	116.900974411538	0.172873956488678	0.172446128621181	1.00248093634179	0.3161113692739	0.999999542470284	AC007405.4	ENSG00000234350	lincRNA	chr2	170723086	170770768	ERICH2-DT	ENSG00000234350	lncRNA
AC008063.2	31.783380146142	-0.25886017023332	0.346735085495933	-0.746564686014032	0.455326371610138	0.999999542470284	AC008063.2	ENSG00000230918	antisense	chr2	162073256	162075169	DPP4-DT	ENSG00000230918	lncRNA
AC008074.3	27.7398212945508	0.095882406067998	0.338192200910152	0.283514539394926	0.77678243787236	0.999999542470284	AC008074.3	ENSG00000223935	antisense	chr2	64395220	64453798	LGALSL-DT	ENSG00000223935	lncRNA
AC008753.6	33.8866355290412	-0.413937565720055	0.454293673012627	-0.911167357834961	0.362207200197692	0.999999542470284	AC008753.6	ENSG00000228323	antisense	chr19	53854581	53869107	MYADM-AS1	ENSG00000228323	lncRNA
AC009005.2	16.3340409446107	-0.401355875465501	0.474577717787333	-0.845711588265835	0.397713656930526	0.999999542470284	AC009005.2	ENSG00000267751	antisense	chr19	567210	572228	BSG-AS1	ENSG00000267751	lncRNA
AC009133.12	495.643406385213	0.000271710257436162	0.184762774858178	0.00147058982873971	0.9988266395033	0.999999542470284	AC009133.12	ENSG00000238045	antisense	chr16	29808636	29821252	MVP-DT	ENSG00000238045	lncRNA
AC009299.2	104.893147633034	0.218130694845664	0.365823890572309	0.596272415408442	0.55099325567114	0.999999542470284	AC009299.2	ENSG00000235724	antisense	chr2	161222785	161308303	PSMD14-DT	ENSG00000235724	lncRNA
AC009299.3	277.526033929427	0.0945594954610863	0.227246822871801	0.416109207891682	0.677330092395999	0.999999542470284	AC009299.3	ENSG00000227403	lincRNA	chr2	161244739	161249050	LINC01806	ENSG00000227403	lncRNA
AC009403.2	173.648315212455	0.0255724701350353	0.142028705834389	0.180051419780265	0.857112200619811	0.999999542470284	AC009403.2	ENSG00000216895	antisense	chr7	155611231	155645205	RBM33-DT	ENSG00000216895	lncRNA
AC009502.4	180.317556437266	0.252841703086785	0.162351405729999	1.55737304490777	0.119381942038377	0.999999542470284	AC009502.4	ENSG00000227308	lincRNA	chr2	219685381	219737937	LINC02832	ENSG00000227308	lncRNA
AC009948.5	424.471544297704	0.0847629824354953	0.182309711642015	0.464939479482785	0.641974797316154	0.999999542470284	AC009948.5	ENSG00000223960	antisense	chr2	178413939	178440243	CHROMR	ENSG00000223960	lncRNA
AC010127.3	39.0201300436605	0.314563949799744	0.303696091705863	1.03578530771613	0.30030231340555	0.999999542470284	AC010127.3	ENSG00000236107	antisense	chr2	165957399	166301784	SCN1A-AS1	ENSG00000236107	lncRNA
AC010226.4	45.028179863382	0.191605247997542	0.31103513130765	0.61602445740453	0.537878378092231	0.999999542470284	AC010226.4	ENSG00000249249	antisense	chr5	115602057	115620659	TICAM2-AS1	ENSG00000249249	lncRNA
AC010642.1	253.538161715672	0.303070618229362	0.226312976256738	1.33916588983191	0.180516674151452	0.999999542470284	AC010642.1	ENSG00000267216	protein_coding	chr19	58278966	58315197	ZNF8-ERVK3-1	ENSG00000267216	lncRNA
AC010894.3	16.7694098371147	-0.461678103786081	0.48212751091924	-0.957585064801281	0.338272033258336	0.999999542470284	AC010894.3	ENSG00000226853	lincRNA	chr2	174487389	174488386	GPR155-DT	ENSG00000226853	lncRNA
AC012074.2	224.748206384384	0.283243077137966	0.187914077971233	1.50730099732776	0.131733522079641	0.999999542470284	AC012074.2	ENSG00000235072	lincRNA	chr2	25369136	25375845	ARNILA	ENSG00000235072	lncRNA
