baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
CARS	1613.4480805037	-0.21407168977339	0.059094099078045	-3.62255611157838	0.000291706156849799	0.0430029635919189	CARS	ENSG00000110619	protein_coding	chr11	3000922	3057613	CARS1	ENSG00000110619	protein_coding
CELSR2	565.9206204822	0.578695383607433	0.12830751283864	4.51022212810876	6.47597789325736e-06	0.00236112997563539	CELSR2	ENSG00000143126	protein_coding	chr1	109250019	109275750	CELSR2	ENSG00000143126	protein_coding
CMTM4	102.877933054938	0.480913368485441	0.103125515195604	4.66337906359319	3.1105901688025e-06	0.00130180461808344	CMTM4	ENSG00000183723	protein_coding	chr16	66614750	66696707	CMTM4	ENSG00000183723	protein_coding
COL6A1	470.632273169652	0.869509432551773	0.179640942421399	4.84026314286469	1.29667317671292e-06	0.000661870614638403	COL6A1	ENSG00000142156	protein_coding	chr21	45981737	46005050	COL6A1	ENSG00000142156	protein_coding
CORO1C	397.956934800603	-0.428976409839735	0.116227185856646	-3.6908439852345	0.000223511203510536	0.0353120779805477	CORO1C	ENSG00000110880	protein_coding	chr12	108645109	108731596	CORO1C	ENSG00000110880	protein_coding
CPA3	59.4070169237961	-0.986549394891587	0.23758939289984	-4.15232928899096	3.29108242058405e-05	0.00855995863978023	CPA3	ENSG00000163751	protein_coding	chr3	148865256	148897196	CPA3	ENSG00000163751	protein_coding
CSF2RB	304.231725908891	-0.685451508868224	0.150999288475275	-4.53943535621668	5.64050691952299e-06	0.00207504594647497	CSF2RB	ENSG00000100368	protein_coding	chr22	36913628	36940449	CSF2RB	ENSG00000100368	protein_coding
CTD-2516F10.2	120.627515408293	0.878956486427307	0.153078689067695	5.74186055407497	9.36419219633924e-09	7.80381200688802e-06	CTD-2516F10.2	ENSG00000251364	antisense	chr11	7427266	7512515	SYT9-AS1	ENSG00000251364	lncRNA
CTSS	5995.76363701187	-0.343929144477215	0.0739562501849991	-4.65044054582118	3.31226724118854e-06	0.00135256432793934	CTSS	ENSG00000163131	protein_coding	chr1	150730196	150765957	CTSS	ENSG00000163131	protein_coding
CYFIP1	406.191807805198	-0.44531923469514	0.0999204666893589	-4.45673693738426	8.32166164428299e-06	0.00290440216448116	CYFIP1	ENSG00000273749	protein_coding	chr15	22867052	22981063	CYFIP1	ENSG00000273749	protein_coding
CYTL1	28.035086469112	-1.1953958028362	0.270460667227983	-4.41985082373754	9.87690578023409e-06	0.00322658758028687	CYTL1	ENSG00000170891	protein_coding	chr4	5014586	5019472	CYTL1	ENSG00000170891	protein_coding
DBNDD1	147.735406739157	-0.630181938788429	0.159340164370464	-3.95494721169776	7.6551552306571e-05	0.0155770885378958	DBNDD1	ENSG00000003249	protein_coding	chr16	90004865	90020128	DBNDD1	ENSG00000003249	protein_coding
DDAH2	186.812568727084	-0.578198871736526	0.117891507631055	-4.90449976724376	9.36657326830625e-07	0.000520037561024273	DDAH2	ENSG00000213722	protein_coding	chr6	31727038	31730617	DDAH2	ENSG00000213722	protein_coding
DIS3L	1769.98946728421	0.257199959611789	0.0541260426511702	4.75187076338432	2.01543182250213e-06	0.000924720881706457	DIS3L	ENSG00000166938	protein_coding	chr15	66293217	66333898	DIS3L	ENSG00000166938	protein_coding
DLL1	155.37976777898	0.671129072632879	0.151437710317948	4.43171698267111	9.34856724869355e-06	0.00313003781626503	DLL1	ENSG00000198719	protein_coding	chr6	170282206	170306565	DLL1	ENSG00000198719	protein_coding
DMXL2	344.808574521414	-0.525953296614659	0.128034644012624	-4.10789830104733	3.99275833338418e-05	0.00990102271481654	DMXL2	ENSG00000104093	protein_coding	chr15	51447711	51622833	DMXL2	ENSG00000104093	protein_coding
DNAJA4	1386.79712256127	0.328539392467556	0.0774873230512948	4.23991150462212	2.23607923160769e-05	0.00660304963983667	DNAJA4	ENSG00000140403	protein_coding	chr15	78264086	78282196	DNAJA4	ENSG00000140403	protein_coding
DOCK7	377.460905042074	0.580626623886595	0.10056971246767	5.77337460394198	7.7699435461959e-09	6.61011759810229e-06	DOCK7	ENSG00000116641	protein_coding	chr1	62454726	62688368	DOCK7	ENSG00000116641	protein_coding
DONSON	349.398954066345	0.258059366376121	0.070474702963541	3.66173045822731	0.000250517361160185	0.0382201986546178	DONSON	ENSG00000159147	protein_coding	chr21	33559542	33588708	DONSON	ENSG00000159147	protein_coding
EPM2A	315.397624719441	0.320637715178626	0.0802358122246412	3.99619205300642	6.4369519948187e-05	0.0136193230418871	EPM2A	ENSG00000112425	protein_coding	chr6	145501583	145736024	EPM2A	ENSG00000112425	protein_coding
FAM169A	667.005055003211	0.425013654694338	0.11157726622923	3.80914203276111	0.000139449839066274	0.0246512302089667	FAM169A	ENSG00000198780	protein_coding	chr5	74777574	74866951	FAM169A	ENSG00000198780	protein_coding
FAM201A	131.726534142943	0.560406475681066	0.124350826334141	4.50665662787966	6.58570769437133e-06	0.00237988826282879	FAM201A	ENSG00000204860	antisense	chr9	38620474	38624990	FAM201A	ENSG00000204860	lncRNA
FAM84B	1833.45698268203	-0.217946871896593	0.0562496113323335	-3.87463782832065	0.000106783392506594	0.019691469454469	FAM84B	ENSG00000168672	protein_coding	chr8	126552442	126558393	LRATD2	ENSG00000168672	protein_coding
FBXL8	414.94176440188	-0.454252067550407	0.11611233482201	-3.91217753261731	9.14676294529497e-05	0.0179571185034192	FBXL8	ENSG00000135722	protein_coding	chr16	67159931	67164570	FBXL8	ENSG00000135722	protein_coding
FUT4	409.698819063776	0.252378395745422	0.0659888398015368	3.82456179718353	0.000131004884556187	0.0234630897405785	FUT4	ENSG00000196371	protein_coding	chr11	94543840	94549898	FUT4	ENSG00000196371	protein_coding
FZD6	154.272114108034	0.717946900090071	0.152366103614046	4.71198569144145	2.45314608284491e-06	0.00108885022057578	FZD6	ENSG00000164930	protein_coding	chr8	103298433	103332866	FZD6	ENSG00000164930	protein_coding
GATA2	115.136338152272	-0.955979929048382	0.205159008757817	-4.65970241734245	3.16666857574374e-06	0.00130617082111612	GATA2	ENSG00000179348	protein_coding	chr3	128479427	128493185	GATA2	ENSG00000179348	protein_coding
GIPR	227.235968510552	-0.431138151359472	0.0932834625912759	-4.62180690320765	3.80412025861403e-06	0.00149764144753339	GIPR	ENSG00000010310	protein_coding	chr19	45668244	45683724	GIPR	ENSG00000010310	protein_coding
GPR137B	271.962007696979	-0.329996066727359	0.0817948564421386	-4.03443542884384	5.47337384408314e-05	0.0125564730855694	GPR137B	ENSG00000077585	protein_coding	chr1	236142505	236221865	GPR137B	ENSG00000077585	protein_coding
GSTM2	1478.91259856706	0.474244835896988	0.104258451996905	4.54874234955133	5.39674684088614e-06	0.00200341961134169	GSTM2	ENSG00000213366	protein_coding	chr1	109668022	109709551	GSTM2	ENSG00000213366	protein_coding
HCG11	320.32015975071	-0.645113923814089	0.0959329469892929	-6.72463365360902	1.7603477341896e-11	2.39612665752108e-08	HCG11	ENSG00000228223	lincRNA	chr6	26523450	26526579	HCG11	ENSG00000228223	lncRNA
HENMT1	628.042492144516	-0.292819220127863	0.0769276844153756	-3.80642186688953	0.000140991806661473	0.024816381142333	HENMT1	ENSG00000162639	protein_coding	chr1	108648290	108661526	HENMT1	ENSG00000162639	protein_coding
HGSNAT	1803.26121815615	0.167256759097486	0.0450834110114334	3.70994020516924	0.000207308204431314	0.033328466645483	HGSNAT	ENSG00000165102	protein_coding	chr8	43140455	43202855	HGSNAT	ENSG00000165102	protein_coding
HHEX	72.067464081116	-0.826203362357494	0.212742291679306	-3.88358777108097	0.000102926353121427	0.0193650244340083	HHEX	ENSG00000152804	protein_coding	chr10	92689951	92695646	HHEX	ENSG00000152804	protein_coding
HIST1H2AC	231.192693661855	-0.712006675960592	0.13915322265569	-5.11670992861105	3.10911207495562e-07	0.000201524748540972	HIST1H2AC	ENSG00000180573	protein_coding	chr6	26124145	26139116	H2AC6	ENSG00000180573	protein_coding
HIST1H2BK	100.618442184272	-0.590372249919723	0.148387219488175	-3.97859230704683	6.93244967189068e-05	0.0144431929771253	HIST1H2BK	ENSG00000197903	protein_coding	chr6	27146418	27146798	H2BC12	ENSG00000197903	protein_coding
HMOX1	86.8167176638313	-0.922515048471337	0.223292142860274	-4.13142637557384	3.60519164042282e-05	0.00908068411511649	HMOX1	ENSG00000100292	protein_coding	chr22	35380361	35394214	HMOX1	ENSG00000100292	protein_coding
HOXB-AS1	216.392235202959	0.554278225887534	0.135335883045277	4.09557475383005	4.21122311385869e-05	0.010359355171953	HOXB-AS1	ENSG00000230148	antisense	chr17	48543551	48551250	HOXB-AS1	ENSG00000230148	lncRNA
HPSE	625.018927875632	-0.230097462441081	0.0614612526458807	-3.74378087877295	0.000181271752765268	0.0302131919353865	HPSE	ENSG00000173083	protein_coding	chr4	83292461	83335153	HPSE	ENSG00000173083	protein_coding
HSF4	210.828990428735	-0.478004973562411	0.118796949151358	-4.02371421974304	5.7287427112228e-05	0.0129244866636897	HSF4	ENSG00000102878	protein_coding	chr16	67164681	67169945	HSF4	ENSG00000102878	protein_coding
IGFBP3	362.093557708421	-0.851021178318984	0.20290399781731	-4.19420606530002	2.73828970737379e-05	0.0074200968377584	IGFBP3	ENSG00000146674	protein_coding	chr7	45912245	45921874	IGFBP3	ENSG00000146674	protein_coding
IL1B	77.3805457203161	-0.707802727028552	0.161696403447165	-4.37735603228694	1.2012765813199e-05	0.00379316798829752	IL1B	ENSG00000125538	protein_coding	chr2	112829751	112836903	IL1B	ENSG00000125538	protein_coding
IL1R1	157.913858643387	-0.401742050684053	0.105731278060275	-3.79965189160988	0.000144899480690386	0.0252967180386434	IL1R1	ENSG00000115594	protein_coding	chr2	102064544	102179874	IL1R1	ENSG00000115594	protein_coding
KCTD3	206.62116775217	0.552666830935959	0.11797601351561	4.68456946854567	2.80549005884794e-06	0.00120591775319006	KCTD3	ENSG00000136636	protein_coding	chr1	215567392	215621807	KCTD3	ENSG00000136636	protein_coding
KIAA0895L	227.261247071905	-0.355322826198848	0.0953132381440041	-3.72794832195301	0.000193044949328964	0.0314063366766862	KIAA0895L	ENSG00000196123	protein_coding	chr16	67175602	67184040	KIAA0895L	ENSG00000196123	protein_coding
KIAA1257	319.369386693813	0.337041774944066	0.0863712852797917	3.90224336539917	9.53052629169174e-05	0.0184445043185418	KIAA1257	ENSG00000114656	protein_coding	chr3	128909866	129002690	CFAP92	ENSG00000114656	protein_coding
KLHL3	1458.36809297986	0.324157795491094	0.0663393303248675	4.88635917642935	1.02717736385276e-06	0.000551905100696415	KLHL3	ENSG00000146021	protein_coding	chr5	137617500	137736090	KLHL3	ENSG00000146021	protein_coding
KLHL42	1059.21497629241	0.294818032261582	0.0767053169882513	3.84351494573366	0.000121284609472221	0.0220118090124361	KLHL42	ENSG00000087448	protein_coding	chr12	27780020	27803040	KLHL42	ENSG00000087448	protein_coding
LAPTM4B	379.124913143492	-0.438300971506288	0.122549447851805	-3.57652342943486	0.000348194122190122	0.0483813214889382	LAPTM4B	ENSG00000104341	protein_coding	chr8	97775057	97853013	LAPTM4B	ENSG00000104341	protein_coding
LARP1B	746.509115458175	0.309070661512675	0.0748321575659605	4.13018509108528	3.62471289522221e-05	0.00908068411511649	LARP1B	ENSG00000138709	protein_coding	chr4	128061268	128222931	LARP1B	ENSG00000138709	protein_coding
LINC00565	440.916349670543	-0.546969515180403	0.12509927487866	-4.3722836580063	1.22953632274034e-05	0.00383002992277911	LINC00565	ENSG00000260910	lincRNA	chr13	113926514	113928844	LINC00565	ENSG00000260910	lncRNA
LINC01588	956.348399843504	-0.342825776309253	0.0677062022877356	-5.06343236993745	4.11774502329214e-07	0.000258689412347899	LINC01588	ENSG00000214900	lincRNA	chr14	49927571	50092643	LINC01588	ENSG00000214900	lncRNA
LMTK2	2735.07111037467	0.236596320942949	0.060357721989524	3.91990143339098	8.8585191457466e-05	0.017560079093037	LMTK2	ENSG00000164715	protein_coding	chr7	98106885	98209633	LMTK2	ENSG00000164715	protein_coding
LRRC20	182.515375479015	-0.418756577652163	0.117630651223858	-3.55992739388345	0.00037095734303087	0.0498970788574672	LRRC20	ENSG00000172731	protein_coding	chr10	70298970	70382650	LRRC20	ENSG00000172731	protein_coding
LRRCC1	187.359886928321	-0.425247777796514	0.119401365421213	-3.5614984493382	0.000368744286667407	0.0498970788574672	LRRCC1	ENSG00000133739	protein_coding	chr8	85107147	85146076	LRRCC1	ENSG00000133739	protein_coding
LTK	218.620405963065	-0.614001969900127	0.158330056479627	-3.87798743682716	0.000105324154850681	0.0195495993787616	LTK	ENSG00000062524	protein_coding	chr15	41503638	41513887	LTK	ENSG00000062524	protein_coding
MB21D2	317.797587384681	-0.558110153753587	0.148096221894403	-3.76856442800773	0.000164189108753267	0.0278201753358491	MB21D2	ENSG00000180611	protein_coding	chr3	192796815	192918161	MB21D2	ENSG00000180611	protein_coding
MICU3	146.031516873092	-0.606375572571864	0.168834485354239	-3.59153860835717	0.000328731464443238	0.0472667230652804	MICU3	ENSG00000155970	protein_coding	chr8	17027238	17122644	MICU3	ENSG00000155970	protein_coding
MIR9-3HG	133.171763651636	-0.819704476066138	0.126602031544531	-6.47465499617845	9.50288191590373e-11	1.0779171750998e-07	MIR9-3HG	ENSG00000255571	lincRNA	chr15	89361579	89398487	MIR9-3HG	ENSG00000255571	lncRNA
MRC2	186.511944553962	-0.682836235920272	0.136722314114956	-4.99432912864643	5.90406372623517e-07	0.000349409336609874	MRC2	ENSG00000011028	protein_coding	chr17	62627401	62693597	MRC2	ENSG00000011028	protein_coding
MSANTD3	420.213658238724	0.3100912591263	0.0862294460638264	3.5961179536834	0.000323001384243643	0.0466069311858275	MSANTD3	ENSG00000066697	protein_coding	chr9	100427156	100451711	MSANTD3	ENSG00000066697	protein_coding
MSH6	1901.72010429775	0.332766383886869	0.0818489170219969	4.0656174326343	4.79054645792613e-05	0.0115752641780718	MSH6	ENSG00000116062	protein_coding	chr2	47695530	47810101	MSH6	ENSG00000116062	protein_coding
MVB12B	467.044480814846	0.777930465074482	0.13799841598055	5.63724198967707	1.72795216859801e-08	1.38354758440588e-05	MVB12B	ENSG00000196814	protein_coding	chr9	126326849	126507041	MVB12B	ENSG00000196814	protein_coding
NEDD4L	265.636234946912	-0.606353058726503	0.130049451036497	-4.66248072478473	3.12420356488739e-06	0.00130180461808344	NEDD4L	ENSG00000049759	protein_coding	chr18	58044367	58401540	NEDD4L	ENSG00000049759	protein_coding
NPAS2	331.692076846797	0.578657248269618	0.143576769302592	4.03029857183987	5.57060483552838e-05	0.0127081367854079	NPAS2	ENSG00000170485	protein_coding	chr2	100820152	100996829	NPAS2	ENSG00000170485	protein_coding
NRGN	217.05719094496	-1.20333966581923	0.288065431200617	-4.17731367767343	2.94972114200457e-05	0.00782154953465952	NRGN	ENSG00000154146	protein_coding	chr11	124739846	124747210	NRGN	ENSG00000154146	protein_coding
OCIAD1-AS1	78.5155954989146	0.411526365794366	0.112213310851342	3.66735784437861	0.000245069715805585	0.0377638560185701	OCIAD1-AS1	ENSG00000248256	antisense	chr4	48852008	48860203	OCIAD1-AS1	ENSG00000248256	lncRNA
OVCH1-AS1	70.9454877253381	-2.12461390941809	0.454178873312934	-4.67792324623213	2.89794973244364e-06	0.00123268518046183	OVCH1-AS1	ENSG00000257599	antisense	chr12	29389294	29487488	OVCH1-AS1	ENSG00000257599	lncRNA
P2RX1	109.578243914717	-0.782364355065964	0.203871541489371	-3.83753587847745	0.000124275081563714	0.0223558279984769	P2RX1	ENSG00000108405	protein_coding	chr17	3896592	3916500	P2RX1	ENSG00000108405	protein_coding
PC	204.115266096736	-0.419460395723708	0.106069943116256	-3.95456416210166	7.66742940153561e-05	0.0155770885378958	PC	ENSG00000173599	protein_coding	chr11	66848233	66958376	PC	ENSG00000173599	protein_coding
PDLIM1	114.736926558065	-0.560862806206045	0.157556305856395	-3.55976108450553	0.000371192338964977	0.0498970788574672	PDLIM1	ENSG00000107438	protein_coding	chr10	95237572	95291024	PDLIM1	ENSG00000107438	protein_coding
PLD2	532.100792792928	-0.249788412987572	0.0668390145012439	-3.73716481087439	0.000186106942108276	0.0307103007317311	PLD2	ENSG00000129219	protein_coding	chr17	4807096	4823434	PLD2	ENSG00000129219	protein_coding
POMC	75.9826622122665	-0.892429507506731	0.20839053074577	-4.28248588989616	1.84816855301193e-05	0.00554926197516488	POMC	ENSG00000115138	protein_coding	chr2	25160853	25168903	POMC	ENSG00000115138	protein_coding
PPBP	108.103961418845	-1.40437313405049	0.317201987436511	-4.42737810503655	9.53854439744147e-06	0.00316671919080913	PPBP	ENSG00000163736	protein_coding	chr4	73987038	73988197	PPBP	ENSG00000163736	protein_coding
PRKAR2B	113.129656147621	-0.625418473207949	0.152986324080515	-4.08806785159958	4.34980940683622e-05	0.0106361956364166	PRKAR2B	ENSG00000005249	protein_coding	chr7	107044649	107161811	PRKAR2B	ENSG00000005249	protein_coding
RAD54L	104.674992050956	0.428259817578526	0.103301594445871	4.14572320858929	3.38742830575336e-05	0.00864535217908992	RAD54L	ENSG00000085999	protein_coding	chr1	46247688	46278473	RAD54L	ENSG00000085999	protein_coding
RGS18	71.6235757778795	-0.856323284884654	0.219520368254601	-3.90088305560551	9.58424438776599e-05	0.0184609726214351	RGS18	ENSG00000150681	protein_coding	chr1	192158457	192185815	RGS18	ENSG00000150681	protein_coding
RHEBL1	85.7435845142499	-0.466486630457889	0.124881893897391	-3.73542245316344	0.000187400323102708	0.0307329003771048	RHEBL1	ENSG00000167550	protein_coding	chr12	49064685	49070025	RHEBL1	ENSG00000167550	protein_coding
RP11-67L2.2	616.957668695616	0.225020397745478	0.0628189380608829	3.58204714519995	0.000340912248983278	0.0483373322473339	RP11-67L2.2	ENSG00000273033	lincRNA	chr3	122886941	122892416	LINC02035	ENSG00000273033	lncRNA
SCARB2	1058.74721793432	0.224783717728741	0.0608295831944831	3.69530261304055	0.000219625048457476	0.035032768960004	SCARB2	ENSG00000138760	protein_coding	chr4	76158737	76213893	SCARB2	ENSG00000138760	protein_coding
SCCPDH	222.448817804851	0.671151721169971	0.104245449652087	6.43818721498063	1.20908812474476e-10	1.33440847497168e-07	SCCPDH	ENSG00000143653	protein_coding	chr1	246724047	246768137	SCCPDH	ENSG00000143653	protein_coding
SNX9	1978.06860935199	0.429126514112338	0.0882951738077186	4.86013556128052	1.17305399967401e-06	0.000614123847137026	SNX9	ENSG00000130340	protein_coding	chr6	157700387	157945077	SNX9	ENSG00000130340	protein_coding
SPON1	303.082241104746	0.617079312277818	0.105623468276575	5.84225572542265	5.14986695688551e-09	4.77942766328226e-06	SPON1	ENSG00000262655	protein_coding	chr11	13962689	14267884	SPON1	ENSG00000262655	protein_coding
SRGAP2	721.774195082057	-0.274903803401503	0.0660907580828842	-4.159489335207	3.18959912594128e-05	0.00834918463511616	SRGAP2	ENSG00000266028	protein_coding	chr1	206203345	206464443	SRGAP2	ENSG00000266028	protein_coding
SV2A	297.433123830559	-0.282025309601662	0.0696700085070164	-4.04801600638902	5.16536147979674e-05	0.0120736385235148	SV2A	ENSG00000159164	protein_coding	chr1	149903318	149917882	SV2A	ENSG00000159164	protein_coding
TEP1	2898.50672735854	-0.209298393965313	0.0549376849755993	-3.80974178395528	0.00013911200488232	0.0246512302089667	TEP1	ENSG00000129566	protein_coding	chr14	20365667	20413429	TEP1	ENSG00000129566	protein_coding
TIMELESS	582.271555963784	-0.290556290111304	0.0811913466068082	-3.57866080874856	0.000345359343287025	0.0483813214889382	TIMELESS	ENSG00000111602	protein_coding	chr12	56416373	56449403	TIMELESS	ENSG00000111602	protein_coding
TMEM117	91.1884856407347	0.403527158761167	0.0953208110999323	4.23335842514094	2.30227136433744e-05	0.00671523222590853	TMEM117	ENSG00000139173	protein_coding	chr12	43835967	44389762	TMEM117	ENSG00000139173	protein_coding
TMEM121	52.908110864451	-0.865530338703423	0.208771669221207	-4.14582276384608	3.3859566695459e-05	0.00864535217908992	TMEM121	ENSG00000184986	protein_coding	chr14	105526603	105530202	TMEM121	ENSG00000184986	protein_coding
TMEM38B	362.76840627424	-0.255826641922216	0.0658843660970911	-3.88296430666443	0.000103190720428364	0.0193650244340083	TMEM38B	ENSG00000095209	protein_coding	chr9	105694544	105776612	TMEM38B	ENSG00000095209	protein_coding
TMTC2	185.48744771672	-0.581781433612583	0.100576885671417	-5.78444470346051	7.27522488552058e-09	6.32093208936666e-06	TMTC2	ENSG00000179104	protein_coding	chr12	82686880	83134870	TMTC2	ENSG00000179104	protein_coding
TRIM2	259.548314786173	0.472340090034389	0.11344398463175	4.16364156784204	3.13211674367574e-05	0.00825161207922574	TRIM2	ENSG00000109654	protein_coding	chr4	153152342	153339320	TRIM2	ENSG00000109654	protein_coding
TSC22D1	1295.66296591515	-0.255063267315793	0.0528062460522015	-4.83017230695874	1.36414948879967e-06	0.000674774556296039	TSC22D1	ENSG00000102804	protein_coding	chr13	44432143	44577147	TSC22D1	ENSG00000102804	protein_coding
TTC28	394.753358386012	0.384455095550269	0.0870372443943195	4.41713312761267	1.00018632883711e-05	0.00324147688397328	TTC28	ENSG00000100154	protein_coding	chr22	27978014	28679865	TTC28	ENSG00000100154	protein_coding
ULK2	922.701385286796	0.499478114651925	0.0612086728565975	8.16025068575045	3.34329973477145e-16	6.50112593663771e-13	ULK2	ENSG00000083290	protein_coding	chr17	19770829	19867936	ULK2	ENSG00000083290	protein_coding
YBX3	412.229087089873	-0.782073689347981	0.195132541509091	-4.00791012764801	6.12584214922877e-05	0.0132426295339645	YBX3	ENSG00000060138	protein_coding	chr12	10699089	10723312	YBX3	ENSG00000060138	protein_coding
YWHAH	1039.98198529816	-0.327314429184746	0.0889619866155747	-3.67926168959274	0.000233910152336556	0.0364569506513865	YWHAH	ENSG00000128245	protein_coding	chr22	31944461	31957603	YWHAH	ENSG00000128245	protein_coding
ZDHHC23	129.62909810895	-0.43380450627563	0.120865829679918	-3.58914101218226	0.00033176935518417	0.0473760994072418	ZDHHC23	ENSG00000184307	protein_coding	chr3	113947901	113965401	ZDHHC23	ENSG00000184307	protein_coding
ZFP82	180.889178282008	0.422257663383888	0.106928015479711	3.94898999564815	7.84816312118881e-05	0.0158653337155319	ZFP82	ENSG00000181007	protein_coding	chr19	36383120	36418656	ZFP82	ENSG00000181007	protein_coding
ZFYVE9	512.339620947059	0.701674432325781	0.0840344466397822	8.34984295587193	6.8353789987629e-17	1.64189824361461e-13	ZFYVE9	ENSG00000157077	protein_coding	chr1	52142094	52346686	ZFYVE9	ENSG00000157077	protein_coding
ZNF516	948.651334034546	-0.47845004163876	0.0940110161732126	-5.08929762823996	3.59392166306812e-07	0.000229309048611541	ZNF516	ENSG00000101493	protein_coding	chr18	76358190	76495190	ZNF516	ENSG00000101493	protein_coding
ZNF532	280.351569006986	1.02139637874199	0.170226466486446	6.00022076369253	1.97049439735383e-09	1.87128229571962e-06	ZNF532	ENSG00000074657	protein_coding	chr18	58862600	58986480	ZNF532	ENSG00000074657	protein_coding
ZNF543	187.350831984973	0.395519511436794	0.0953570837136129	4.14777272997004	3.3572542075908e-05	0.00864535217908992	ZNF543	ENSG00000178229	protein_coding	chr19	57320509	57330776	ZNF543	ENSG00000178229	protein_coding
ZNF662	278.502645882058	0.517602073748438	0.136281898974245	3.79802510563972	0.000145853553499007	0.0253443823707743	ZNF662	ENSG00000182983	protein_coding	chr3	42905731	42917641	ZNF662	ENSG00000182983	protein_coding
