baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
AATBC	1577.38028526349	-0.0302831732768797	0.137415704974205	-0.22037636296786	0.825578052536325	0.999182681160064	AATBC	ENSG00000215458	antisense	chr21	43805758	43812567	AATBC	ENSG00000215458	lncRNA
AATF	2673.47154503387	-0.044739875047691	0.0822959426239945	-0.543646182559752	0.586684973090844	0.999182681160064	AATF	ENSG00000275700	protein_coding	chr17	36948875	37056871	AATF	ENSG00000275700	protein_coding
AATK	670.124021680832	0.0380947336660134	0.166710909277772	0.228507743320747	0.819251537054357	0.999182681160064	AATK	ENSG00000181409	protein_coding	chr17	81117295	81166077	AATK	ENSG00000181409	protein_coding
ABALON	96.8454114436278	-0.407026630488082	0.153646144683144	-2.64911710819344	0.00807023615329741	0.608756507174028	ABALON	ENSG00000281376	antisense	chr20	31721507	31723409	ABALON	ENSG00000281376	lncRNA
ABAT	910.272063535084	-0.037334788680929	0.137219844737305	-0.27208009710551	0.785560432673779	0.999182681160064	ABAT	ENSG00000183044	protein_coding	chr16	8674565	8784575	ABAT	ENSG00000183044	protein_coding
ABCA1	1302.43966475119	-0.0215482817302042	0.238317203712964	-0.0904184901235982	0.927954663881367	0.999182681160064	ABCA1	ENSG00000165029	protein_coding	chr9	104781002	104928237	ABCA1	ENSG00000165029	protein_coding
ABCA2	948.009685402069	-0.0842640369110985	0.128202492688832	-0.657272999485438	0.511005394467138	0.999182681160064	ABCA2	ENSG00000107331	protein_coding	chr9	137007227	137028922	ABCA2	ENSG00000107331	protein_coding
ABCA3	259.716361852016	0.220078455187419	0.211679032136714	1.03967999553815	0.298488597557545	0.999182681160064	ABCA3	ENSG00000167972	protein_coding	chr16	2275881	2340746	ABCA3	ENSG00000167972	protein_coding
ABCA7	3195.57730441517	-0.0274363352556344	0.126349052667376	-0.217147138632395	0.828093678957147	0.999182681160064	ABCA7	ENSG00000064687	protein_coding	chr19	1040101	1065572	ABCA7	ENSG00000064687	protein_coding
ABCA9	253.001547475262	0.0464373195241115	0.12779534380096	0.363372546627653	0.7163266068577	0.999182681160064	ABCA9	ENSG00000154258	protein_coding	chr17	68974488	69061064	ABCA9	ENSG00000154258	protein_coding
ABCB10	806.231806761819	0.00414298618472026	0.120643434759786	0.0343407512639987	0.972605429210314	0.99929414250583	ABCB10	ENSG00000135776	protein_coding	chr1	229516582	229558695	ABCB10	ENSG00000135776	protein_coding
ABCB8	564.578156217491	0.159889548195542	0.114037031687781	1.40208444422947	0.160890031702627	0.999182681160064	ABCB8	ENSG00000197150	protein_coding	chr7	151028422	151047782	ABCB8	ENSG00000197150	protein_coding
ABCC1	3587.05714563458	-0.0835145020119139	0.0805101623794473	-1.03731627838865	0.299588481776382	0.999182681160064	ABCC1	ENSG00000103222	protein_coding	chr16	15949577	16143074	ABCC1	ENSG00000103222	protein_coding
ABCC10	913.727618800298	0.00625254148857184	0.119661908495542	0.0522517279490388	0.958328116251768	0.99929414250583	ABCC10	ENSG00000124574	protein_coding	chr6	43427366	43450430	ABCC10	ENSG00000124574	protein_coding
ABCC3	5371.94572058717	-0.320022342411894	0.214771036899221	-1.49006284568091	0.136207712261126	0.999182681160064	ABCC3	ENSG00000108846	protein_coding	chr17	50634777	50692252	ABCC3	ENSG00000108846	protein_coding
ABCC4	1520.6057328402	-0.292950693153555	0.232150822869724	-1.26189814678344	0.206985438950617	0.999182681160064	ABCC4	ENSG00000125257	protein_coding	chr13	95019829	95301446	ABCC4	ENSG00000125257	protein_coding
ABCC5	1284.76299462323	-0.0726412024584471	0.118404978204968	-0.613497874495614	0.539547187757918	0.999182681160064	ABCC5	ENSG00000114770	protein_coding	chr3	183919934	184018015	ABCC5	ENSG00000114770	protein_coding
ABCC6	489.170647198514	-0.0694695391002034	0.178718763564381	-0.388708704753198	0.697491642340146	0.999182681160064	ABCC6	ENSG00000091262	protein_coding	chr16	16148928	16223522	ABCC6	ENSG00000091262	protein_coding
ABCC9	718.72680608931	-0.0684390540208265	0.145976105834731	-0.468837373277452	0.639185883782448	0.999182681160064	ABCC9	ENSG00000069431	protein_coding	chr12	21797401	21941402	ABCC9	ENSG00000069431	protein_coding
ABCD3	582.06826937791	-0.00251641502371543	0.149380983202718	-0.0168456182960084	0.986559776913671	0.999484988117278	ABCD3	ENSG00000117528	protein_coding	chr1	94418455	94518666	ABCD3	ENSG00000117528	protein_coding
ABCD4	941.555160339164	-0.0480902105189329	0.116076530016776	-0.414297451103875	0.678656280324114	0.999182681160064	ABCD4	ENSG00000119688	protein_coding	chr14	74285423	74303056	ABCD4	ENSG00000119688	protein_coding
ABCE1	1008.39266792486	-0.00497023490462858	0.182604372123295	-0.0272185974893999	0.978285382549406	0.99929414250583	ABCE1	ENSG00000164163	protein_coding	chr4	145097932	145129179	ABCE1	ENSG00000164163	protein_coding
ABCF1	3241.48774456935	-0.149299800413861	0.100747178428077	-1.48192537739849	0.138360151741336	0.999182681160064	ABCF1	ENSG00000204574	protein_coding	chr6	30571376	30597179	ABCF1	ENSG00000204574	protein_coding
ABCF2	1455.50548361266	-0.0361674526399462	0.115455763540316	-0.313258095836134	0.754084583722572	0.999182681160064	ABCF2	ENSG00000033050	protein_coding	chr7	151207837	151227230	ABCF2	ENSG00000033050	protein_coding
ABCF3	1549.4080827175	-0.0590300718631542	0.0858643981342305	-0.687480179746597	0.491780186556165	0.999182681160064	ABCF3	ENSG00000161204	protein_coding	chr3	184186023	184194012	ABCF3	ENSG00000161204	protein_coding
ABCG1	281.363130206623	0.380990475124265	0.192312805140046	1.98109779973737	0.0475803069994483	0.9952912809631	ABCG1	ENSG00000160179	protein_coding	chr21	42199689	42297244	ABCG1	ENSG00000160179	protein_coding
ABHD10	544.551493480911	0.161751754566378	0.14324574341625	1.12919065313063	0.258817415822762	0.999182681160064	ABHD10	ENSG00000144827	protein_coding	chr3	111979010	111993363	ABHD10	ENSG00000144827	protein_coding
ABHD11	481.080525834245	0.167972847759427	0.123707790633245	1.35781947846287	0.174520972622452	0.999182681160064	ABHD11	ENSG00000106077	protein_coding	chr7	73736094	73738867	ABHD11	ENSG00000106077	protein_coding
ABHD12	1060.16411728101	0.0692157224030763	0.0980610503002766	0.705843168017558	0.480285673404906	0.999182681160064	ABHD12	ENSG00000100997	protein_coding	chr20	25294743	25390983	ABHD12	ENSG00000100997	protein_coding
ABHD12B	89.3406034699389	-0.0163372515217799	0.18354746256865	-0.0890083212982009	0.929075296931688	0.999182681160064	ABHD12B	ENSG00000131969	protein_coding	chr14	50872160	50904970	ABHD12B	ENSG00000131969	protein_coding
ABHD13	1055.07832067474	-0.102746131862539	0.153549113915575	-0.669141809043794	0.503405022093547	0.999182681160064	ABHD13	ENSG00000139826	protein_coding	chr13	108218379	108234255	ABHD13	ENSG00000139826	protein_coding
ABHD14A	145.341107206391	0.0690037370489836	0.153599243685504	0.449245291794987	0.653254718255778	0.999182681160064	ABHD14A	ENSG00000248487	protein_coding	chr3	51971426	51981199	ABHD14A	ENSG00000248487	protein_coding
ABHD14B	1609.50596119598	0.00215106523840085	0.120132941640482	0.01790570686963	0.985714076321201	0.999484988117278	ABHD14B	ENSG00000114779	protein_coding	chr3	51968510	51983409	ABHD14B	ENSG00000114779	protein_coding
ABHD15	599.505580615834	0.0657100156909238	0.103921625366947	0.632303579345512	0.527188525127858	0.999182681160064	ABHD15	ENSG00000168792	protein_coding	chr17	29560547	29567137	ABHD15	ENSG00000168792	protein_coding
ABHD16A	1795.49026521095	0.0892035319879255	0.139501490413674	0.639445010396692	0.522533475807846	0.999182681160064	ABHD16A	ENSG00000204427	protein_coding	chr6	31686949	31703444	ABHD16A	ENSG00000204427	protein_coding
ABHD17A	2851.10382271199	0.0426420184894266	0.125637480378836	0.339405234495691	0.734304475821979	0.999182681160064	ABHD17A	ENSG00000129968	protein_coding	chr19	1876810	1885547	ABHD17A	ENSG00000129968	protein_coding
ABHD17B	358.459981895992	-0.0665283676871577	0.125254253878973	-0.531146572885586	0.595317212837723	0.999182681160064	ABHD17B	ENSG00000107362	protein_coding	chr9	71862452	71910931	ABHD17B	ENSG00000107362	protein_coding
ABHD18	767.388941254032	-0.161670094898984	0.123541474630621	-1.3086301210372	0.190659672687211	0.999182681160064	ABHD18	ENSG00000164074	protein_coding	chr4	127965306	128039711	ABHD18	ENSG00000164074	protein_coding
ABHD2	5116.55753444123	-0.0501269909146282	0.127725460659584	-0.392458877468663	0.694719190143297	0.999182681160064	ABHD2	ENSG00000140526	protein_coding	chr15	89087459	89202360	ABHD2	ENSG00000140526	protein_coding
ABHD3	988.791946697424	-0.0331574172876891	0.145589355650437	-0.227746164130987	0.819843581571345	0.999182681160064	ABHD3	ENSG00000158201	protein_coding	chr18	21650897	21704805	ABHD3	ENSG00000158201	protein_coding
ABHD4	1425.60978316027	-0.0135388197908254	0.164775396448838	-0.0821652994476584	0.934515267140653	0.999182681160064	ABHD4	ENSG00000100439	protein_coding	chr14	22598237	22613215	ABHD4	ENSG00000100439	protein_coding
ABHD5	836.015294156608	-0.0650096756292209	0.184915222277432	-0.351564759399233	0.725164697917381	0.999182681160064	ABHD5	ENSG00000011198	protein_coding	chr3	43690113	43734371	ABHD5	ENSG00000011198	protein_coding
ABHD6	272.722100873119	0.0435981262535318	0.13655737231685	0.319266001636092	0.74952481142594	0.999182681160064	ABHD6	ENSG00000163686	protein_coding	chr3	58237506	58295693	ABHD6	ENSG00000163686	protein_coding
ABHD8	563.869244014056	0.114013669561338	0.116705786187464	0.976932449417702	0.328602595746202	0.999182681160064	ABHD8	ENSG00000127220	protein_coding	chr19	17292131	17310236	ABHD8	ENSG00000127220	protein_coding
ABI1	3042.10086479833	0.0792888371408866	0.14222858552079	0.557474693645863	0.577203144582157	0.999182681160064	ABI1	ENSG00000136754	protein_coding	chr10	26746593	26861087	ABI1	ENSG00000136754	protein_coding
ABI2	1124.45551652456	-0.127561480283334	0.133842049318176	-0.953074769350614	0.340552188683523	0.999182681160064	ABI2	ENSG00000138443	protein_coding	chr2	203328219	203447723	ABI2	ENSG00000138443	protein_coding
ABI3	2275.99873571281	0.18233698637444	0.147240641171308	1.2383604480661	0.215582439296429	0.999182681160064	ABI3	ENSG00000108798	protein_coding	chr17	49210227	49223225	ABI3	ENSG00000108798	protein_coding
ABL1	1749.78800400418	-0.0725121145520686	0.0980657604721769	-0.739423364515096	0.459649959025149	0.999182681160064	ABL1	ENSG00000097007	protein_coding	chr9	130713946	130887675	ABL1	ENSG00000097007	protein_coding
ABL2	987.990079230007	-0.101097794731548	0.126787102821066	-0.797382324243399	0.425229021675901	0.999182681160064	ABL2	ENSG00000143322	protein_coding	chr1	179099327	179229684	ABL2	ENSG00000143322	protein_coding
ABLIM1	1487.35503597395	-0.448261282475048	0.236605349424975	-1.89455261076921	0.0581516980959598	0.999182681160064	ABLIM1	ENSG00000099204	protein_coding	chr10	114431113	114685003	ABLIM1	ENSG00000099204	protein_coding
ABLIM3	3245.76544243618	-0.432573397621114	0.264719038087214	-1.63408495568271	0.102241013310539	0.999182681160064	ABLIM3	ENSG00000173210	protein_coding	chr5	149141483	149260542	ABLIM3	ENSG00000173210	protein_coding
ABO	119.326939052055	-0.052354007532665	0.249596472007272	-0.209754597537499	0.833859210604002	0.999182681160064	ABO	ENSG00000175164	protein_coding	chr9	133250401	133275214	ABO	ENSG00000175164	protein_coding
ABR	7535.12623032865	-0.0802185481450504	0.103326064814816	-0.776363140208821	0.437534601878897	0.999182681160064	ABR	ENSG00000159842	protein_coding	chr17	1003518	1229021	ABR	ENSG00000159842	protein_coding
ABRACL	1400.05802550137	-0.0253696233593303	0.117495537824833	-0.215919887929297	0.829050194417486	0.999182681160064	ABRACL	ENSG00000146386	protein_coding	chr6	139028682	139043302	ABRACL	ENSG00000146386	protein_coding
ABT1	1145.45006857939	0.0357209585878303	0.115289514691362	0.309837010620245	0.756684905202205	0.999182681160064	ABT1	ENSG00000146109	protein_coding	chr6	26596952	26600744	ABT1	ENSG00000146109	protein_coding
ABTB1	3982.54645772335	0.0899752149042562	0.121951173486803	0.737797040665566	0.460637791892971	0.999182681160064	ABTB1	ENSG00000114626	protein_coding	chr3	127672935	127680920	ABTB1	ENSG00000114626	protein_coding
AC002117.1	22.8868295044012	0.124490242042157	0.296297267444197	0.420153189788033	0.674373548274166	0.999182681160064	AC002117.1	ENSG00000224505	antisense	chr17	45150400	45161510	HEXIM2-AS1	ENSG00000224505	lncRNA
AC002429.5	129.295452724887	-0.22986923078511	0.161975054337456	-1.41916439988471	0.155851092213919	0.999182681160064	AC002429.5	ENSG00000236197	antisense	chr7	95154713	95214332	PPP1R9A-AS1	ENSG00000236197	lncRNA
AC002451.3	76.0065004138533	0.0133606325218624	0.164966020550461	0.0809902092399419	0.935449738820557	0.999182681160064	AC002451.3	ENSG00000231170	antisense	chr7	95596682	95613719	PDK4-AS1	ENSG00000231170	lncRNA
AC002467.7	40.9095470147179	0.587288216686395	0.23819164928126	2.4656121172112	0.0136779361612479	0.749890397956309	AC002467.7	ENSG00000241764	antisense	chr7	107742817	107744581	CBLL1-AS1	ENSG00000241764	lncRNA
AC003664.1	25.7182812097323	-0.168253318279056	0.268915648910729	-0.625673213740382	0.531529306126587	0.999182681160064	AC003664.1	ENSG00000234634	lincRNA	chr17	13299184	13306760	LINC02093	ENSG00000234634	lncRNA
AC003956.1	75.4495325327382	0.0217072013359056	0.233333948401503	0.0930306176388596	0.925879237333509	0.999182681160064	AC003956.1	ENSG00000268564	antisense	chr19	15124160	15126174	ILVBL-AS1	ENSG00000268564	lncRNA
AC004510.3	28.1175297854697	0.209060686853381	0.283340020707096	0.737843832761976	0.46060935368883	0.999182681160064	AC004510.3	ENSG00000267308	lincRNA	chr19	15827045	15835853	LINC01764	ENSG00000267308	lncRNA
AC004593.3	68.1449383480253	-0.00438991310965659	0.347393052070612	-0.0126367326101971	0.989917614489711	0.999484988117278	AC004593.3	ENSG00000235669	antisense	chr7	29199540	29208970	CHN2-AS1	ENSG00000235669	lncRNA
AC004744.3	9.5755106309381	-0.421778635629042	0.477754532182064	-0.882835446275389	0.377325185893473	0.999182681160064	AC004744.3	ENSG00000226522	antisense	chr7	18892096	18899433	HDAC9-AS1	ENSG00000226522	lncRNA
AC004854.4	31.3537862436599	-0.179145615311931	0.245884100413337	-0.728577468046058	0.466260165458895	0.999182681160064	AC004854.4	ENSG00000234183	antisense	chr7	44848416	44849568	H2AZ2-DT	ENSG00000234183	lncRNA
AC005154.6	2263.34242393557	0.00828341290512278	0.107911062029186	0.0767614806986367	0.938813294236631	0.999182681160064	AC005154.6	ENSG00000196295	processed_transcript	chr7	30516309	30594809	GARS1-DT	ENSG00000196295	lncRNA
AC005162.4	111.455328410922	-0.0519818752596542	0.226096300712611	-0.229910330668028	0.818161448631814	0.999182681160064	AC005162.4	ENSG00000229452	antisense	chr7	29080284	29082527	CPVL-AS1	ENSG00000229452	lncRNA
AC005235.1	191.978718001213	-0.271922974203324	0.181064933188643	-1.50179810863774	0.133149256942241	0.999182681160064	AC005235.1	ENSG00000236653	lincRNA	chr2	198299363	198375097	LINC01923	ENSG00000236653	lncRNA
AC005264.2	219.035706911426	-0.0436957507927304	0.21148142673559	-0.206617439021547	0.836308639772473	0.999182681160064	AC005264.2	ENSG00000267551	antisense	chr19	3141576	3155175	GNA15-DT	ENSG00000267551	lncRNA
AC005355.2	39.259578812504	-0.102284406441444	0.238873969378859	-0.428194025106262	0.668509865965423	0.999182681160064	AC005355.2	ENSG00000251169	lincRNA	chr5	134506552	134509229	LINC01843	ENSG00000251169	lncRNA
AC005534.8	19.3967917046342	-0.359834671418385	0.31087897001938	-1.15747511449859	0.247078300793905	0.999182681160064	AC005534.8	ENSG00000224903	antisense	chr7	156654185	156657693	RNF32-AS1	ENSG00000224903	lncRNA
AC005624.2	14.8393461068097	-0.0434391209108212	0.322411684849507	-0.134731844260227	0.89282389466122	0.999182681160064	AC005624.2	ENSG00000267201	lincRNA	chr19	2458935	2462185	LINC01775	ENSG00000267201	lncRNA
AC005682.5	43.9187153341775	-0.434487224285882	0.228993698540191	-1.89737633417726	0.0577782867861303	0.999182681160064	AC005682.5	ENSG00000228649	processed_transcript	chr7	22854178	22861579	SNHG26	ENSG00000228649	lncRNA
AC005775.2	100.82271359649	-0.256918496984911	0.191049598740388	-1.34477381098314	0.178698290056697	0.999182681160064	AC005775.2	ENSG00000266933	antisense	chr19	490046	507833	MADCAM1-AS1	ENSG00000266933	lncRNA
AC005932.1	70.9875296640646	-0.107960234746905	0.149588867031355	-0.721713031787829	0.470470928251881	0.999182681160064	AC005932.1	ENSG00000269019	antisense	chr19	18940322	18946831	HOMER3-AS1	ENSG00000269019	lncRNA
AC006042.7	20.083117699354	-0.123154709027467	0.346233592403059	-0.355698325436024	0.722066499235822	0.999182681160064	AC006042.7	ENSG00000233108	antisense	chr7	7958183	7969903	GLCCI1-DT	ENSG00000233108	lncRNA
AC006116.17	35.4252201617165	-0.00871068140554586	0.247903795741628	-0.0351373458380781	0.971970222115318	0.99929414250583	AC006116.17	ENSG00000267549	antisense	chr19	56314703	56341287	ZSCAN5A-AS1	ENSG00000267549	lncRNA
AC006116.20	23.5268053608219	0.0495984816716471	0.336893797665036	0.147222899368903	0.882956086454083	0.999182681160064	AC006116.20	ENSG00000267710	processed_transcript	chr19	56272769	56310450	EDDM13	ENSG00000267710	protein_coding
AC006145.4	376.351481269502	-0.242632747317676	0.141288849733256	-1.71728163811759	0.085927725339852	0.999182681160064	AC006145.4	ENSG00000223770	antisense	chr7	82009177	82029955	CACNA2D1-AS1	ENSG00000223770	lncRNA
AC006160.5	26.1430186278776	-0.189953525633279	0.253174856571675	-0.750285902026382	0.453082531611841	0.999182681160064	AC006160.5	ENSG00000249502	antisense	chr4	17587467	17614571	MED28-DT	ENSG00000249502	lncRNA
AC006262.5	68.022775299575	0.0188335227123305	0.292340570946564	0.0644232261411743	0.948633236652059	0.999249272045083	AC006262.5	ENSG00000268621	lincRNA	chr19	46189166	46203083	IGFL2-AS1	ENSG00000268621	lncRNA
AC006378.2	14.7603279453595	-0.218513020364681	0.308266782923025	-0.708843873130648	0.478421368402848	0.999182681160064	AC006378.2	ENSG00000236861	antisense	chr7	93969442	94011113	BET1-AS1	ENSG00000236861	lncRNA
AC007038.7	223.801434868663	-0.0841454225546241	0.107288340685211	-0.784292328665147	0.43286859975747	0.999182681160064	AC007038.7	ENSG00000229127	antisense	chr2	210030733	210064356	KANSL1L-AS1	ENSG00000229127	lncRNA
AC007099.1	111.030399769728	0.0078382901459318	0.188773893723899	0.0415221087583016	0.966879667810621	0.99929414250583	AC007099.1	ENSG00000231172	antisense	chr2	75524068	75542706	EVA1A-AS	ENSG00000231172	lncRNA
AC007246.3	100.483530433622	0.190714521833328	0.15581962751905	1.22394415177261	0.220973296317127	0.999182681160064	AC007246.3	ENSG00000231312	antisense	chr2	39436637	39665343	MAP4K3-DT	ENSG00000231312	lncRNA
AC007250.4	50.3783627740984	-0.00271924700348771	0.209571823965705	-0.0129752509284487	0.989647538097603	0.999484988117278	AC007250.4	ENSG00000225226	lincRNA	chr2	58275877	58296548	LINC01795	ENSG00000225226	lncRNA
AC007285.6	26.4747167895985	0.187599349283313	0.213838126629564	0.87729607549497	0.38032584331177	0.999182681160064	AC007285.6	ENSG00000227014	antisense	chr7	29988600	30025660	FKBP14-AS1	ENSG00000227014	lncRNA
AC007317.1	6.98155090266819	-0.00541932647313828	0.613756557308667	-0.00882976549676654	0.992954957978906	0.999697639870341	AC007317.1	ENSG00000233128	lincRNA	chr2	40746487	40767452	LINC01794	ENSG00000233128	lncRNA
AC007383.3	119.04797154392	0.0588038323580492	0.116596037841023	0.504338170034796	0.614023759007187	0.999182681160064	AC007383.3	ENSG00000227946	lincRNA	chr2	206084605	206086564	INO80D-AS1	ENSG00000227946	lncRNA
AC007386.4	44.0780359270458	-0.0652245511262084	0.218807021756107	-0.298091672756785	0.765633197006168	0.999182681160064	AC007386.4	ENSG00000232613	antisense	chr2	65030727	65053017	LINC02576	ENSG00000232613	lncRNA
AC007392.3	18.1534636343356	-0.0816821331282097	0.319117637341175	-0.255962452620197	0.797979830159134	0.999182681160064	AC007392.3	ENSG00000232046	lincRNA	chr2	66574030	66730157	LINC01798	ENSG00000232046	lncRNA
AC007405.4	169.938141316501	-0.0113527965985277	0.148343776686547	-0.0765303193171111	0.938997193373123	0.999182681160064	AC007405.4	ENSG00000234350	lincRNA	chr2	170723086	170770768	ERICH2-DT	ENSG00000234350	lncRNA
AC007879.7	43.7443572842534	0.230143211363159	0.262266069056907	0.877518057104147	0.380205315370503	0.999182681160064	AC007879.7	ENSG00000229647	lincRNA	chr2	207239650	207245887	MYOSLID	ENSG00000229647	lncRNA
AC008753.6	227.417318757337	0.116780318885413	0.220018724900106	0.530774455394351	0.595575083654791	0.999182681160064	AC008753.6	ENSG00000228323	antisense	chr19	53854581	53869107	MYADM-AS1	ENSG00000228323	lncRNA
AC009005.2	60.0003846778771	-0.132117434150113	0.261412608485505	-0.505398094282965	0.613279257097185	0.999182681160064	AC009005.2	ENSG00000267751	antisense	chr19	567210	572228	BSG-AS1	ENSG00000267751	lncRNA
AC009133.12	366.087196464587	-0.0131351023062338	0.139827977911744	-0.0939375831818463	0.925158738761014	0.999182681160064	AC009133.12	ENSG00000238045	antisense	chr16	29808636	29821252	MVP-DT	ENSG00000238045	lncRNA
AC009299.2	18.4484712433937	-0.319796407031785	0.386485506373512	-0.82744734733396	0.407983553712466	0.999182681160064	AC009299.2	ENSG00000235724	antisense	chr2	161222785	161308303	PSMD14-DT	ENSG00000235724	lncRNA
AC009313.1	25.7518187159278	-0.550327056156314	0.311484071066669	-1.76679036674888	0.0772633426185092	0.999182681160064	AC009313.1	ENSG00000224467	antisense	chr2	161096231	161160224	TANK-AS1	ENSG00000224467	lncRNA
AC009403.2	169.113527916493	-0.0763947128053963	0.132645758922394	-0.575930308108017	0.564662288738726	0.999182681160064	AC009403.2	ENSG00000216895	antisense	chr7	155611231	155645205	RBM33-DT	ENSG00000216895	lncRNA
AC009502.4	187.108340014338	-0.173884695673996	0.147191865711628	-1.18134718133585	0.237464831362149	0.999182681160064	AC009502.4	ENSG00000227308	lincRNA	chr2	219685381	219737937	LINC02832	ENSG00000227308	lncRNA
AC009506.1	285.459044729209	0.119310981348699	0.161350105665313	0.739454001946454	0.459631361167896	0.999182681160064	AC009506.1	ENSG00000224152	antisense	chr2	159615296	159617082	BAZ2B-AS1	ENSG00000224152	lncRNA
AC009892.10	325.243874332568	-0.160671056395603	0.173303720378024	-0.927106792890161	0.353871089589903	0.999182681160064	AC009892.10	ENSG00000224730	antisense	chr19	54635722	54638892	LILRB1-AS1	ENSG00000224730	lncRNA
AC009948.5	366.587193733122	0.158326984132375	0.103211624819608	1.53400340716558	0.125028814575747	0.999182681160064	AC009948.5	ENSG00000223960	antisense	chr2	178413939	178440243	CHROMR	ENSG00000223960	lncRNA
AC010226.4	43.9792636130747	0.0280594924102156	0.257644585655606	0.108907751113089	0.913275658718013	0.999182681160064	AC010226.4	ENSG00000249249	antisense	chr5	115602057	115620659	TICAM2-AS1	ENSG00000249249	lncRNA
AC011899.9	619.196281289847	0.231781304620632	0.165613654108326	1.39953016475941	0.161654059224449	0.999182681160064	AC011899.9	ENSG00000233038	antisense	chr7	157854529	157866092	PTPRN2-AS1	ENSG00000233038	lncRNA
AC012074.2	57.5057750944001	0.108811966047878	0.184345232800552	0.590261892834541	0.555015083203277	0.999182681160064	AC012074.2	ENSG00000235072	lincRNA	chr2	25369136	25375845	ARNILA	ENSG00000235072	lncRNA
AC012146.7	13.9059034711834	0.73553708681143	0.335119208510958	2.19485206497013	0.0281742112937058	0.9133932874968	AC012146.7	ENSG00000234327	processed_transcript	chr17	5111468	5115004	ZNF232-AS1	ENSG00000234327	lncRNA
