baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	gene_id.84	gene_type.84	chr	start	stop	gene_name.107	gene_id.107	gene_type.107
MVB12B	867.414563632603	0.771099789307314	0.0893555081983619	8.62957197440515	6.15819899780043e-18	1.07353830395656e-13	MVB12B	ENSG00000196814	protein_coding	chr9	126326849	126507041	MVB12B	ENSG00000196814	protein_coding
NFIA	319.967591909598	0.484259159589097	0.115855892887673	4.1798405546674	2.91713558074219e-05	0.0132661179653613	NFIA	ENSG00000162599	protein_coding	chr1	60865259	61462793	NFIA	ENSG00000162599	protein_coding
NRG1	943.641304784121	0.854657503544931	0.226126040606154	3.7795625008687	0.000157104155908952	0.0489061496769428	NRG1	ENSG00000157168	protein_coding	chr8	31639386	32767959	NRG1	ENSG00000157168	protein_coding
PINLYP	30.1755813638326	-0.907124885585427	0.165864015197768	-5.46908794233528	4.5235727417403e-08	6.22562650651406e-05	PINLYP	ENSG00000234465	protein_coding	chr19	43576800	43583964	PINLYP	ENSG00000234465	protein_coding
PKIB	53.2245361651802	1.63063862148293	0.272369992356503	5.98685122165952	2.13942311717761e-09	4.30336731469825e-06	PKIB	ENSG00000135549	protein_coding	chr6	122471917	122726373	PKIB	ENSG00000135549	protein_coding
PRC1	234.814608234152	0.497108964663243	0.126102111939383	3.94211450560164	8.0766398688785e-05	0.0303879217167344	PRC1	ENSG00000198901	protein_coding	chr15	90966038	90995629	PRC1	ENSG00000198901	protein_coding
RNASE1	63.8467988146234	1.13410862401074	0.249006764552035	4.55452937614369	5.25029878143173e-06	0.0033494771613085	RNASE1	ENSG00000129538	protein_coding	chr14	20801228	20803278	RNASE1	ENSG00000129538	protein_coding
RNASE2	1825.27104112454	0.737911408605217	0.15961138480439	4.62317527981826	3.77910129879315e-06	0.00260051894374058	RNASE2	ENSG00000169385	protein_coding	chr14	20955452	20956436	RNASE2	ENSG00000169385	protein_coding
RP11-84C10.2	13.8504486981497	1.08607843601817	0.257836582485783	4.21227440089132	2.52812162972138e-05	0.0117005048664751	RP11-84C10.2	ENSG00000136315	lincRNA	chr14	20919361	20920299	RNASE2CP	ENSG00000136315	lncRNA
SCCPDH	570.246921064036	0.39332401023463	0.0981288799924471	4.00823906545049	6.11731788597002e-05	0.0251908260472803	SCCPDH	ENSG00000143653	protein_coding	chr1	246724047	246768137	SCCPDH	ENSG00000143653	protein_coding
SNX9	1219.4226684738	0.557954913263769	0.127973791281109	4.35991547705389	1.30112691295678e-05	0.0068733672013953	SNX9	ENSG00000130340	protein_coding	chr6	157700387	157945077	SNX9	ENSG00000130340	protein_coding
SOCS6	482.215919814289	0.556990150492359	0.146644507889882	3.79823396393824	0.000145730732746755	0.0461904597647865	SOCS6	ENSG00000170677	protein_coding	chr18	70288901	70330200	SOCS6	ENSG00000170677	protein_coding
SQLE	361.643158330179	0.566922526489528	0.149035948907032	3.8039314047859	0.000142417632343549	0.0454155935140421	SQLE	ENSG00000104549	protein_coding	chr8	124998497	125022283	SQLE	ENSG00000104549	protein_coding
SYNGAP1	438.961638235514	-0.552101357834724	0.102276732373621	-5.39811299228718	6.73454513313997e-08	8.38579146126081e-05	SYNGAP1	ENSG00000197283	protein_coding	chr6	33420070	33457541	SYNGAP1	ENSG00000197283	protein_coding
TMEM70	782.454338146672	0.69895099184273	0.162515152259294	4.30083584284835	1.70155078381576e-05	0.00855650989346124	TMEM70	ENSG00000175606	protein_coding	chr8	73972437	73982783	TMEM70	ENSG00000175606	protein_coding
TNNT1	510.864270262138	0.991291645027179	0.261648200507121	3.78864308298654	0.000151472345146284	0.0477210885931348	TNNT1	ENSG00000105048	protein_coding	chr19	55132794	55149354	TNNT1	ENSG00000105048	protein_coding
TP53I3	565.821421762128	-0.453230191554011	0.109240686526752	-4.14891379726929	3.34056565305878e-05	0.0150607674589369	TP53I3	ENSG00000115129	protein_coding	chr2	24077433	24085861	TP53I3	ENSG00000115129	protein_coding
TRAPPC2P1	108.401428351859	0.681322390113531	0.128536342339966	5.30062064712794	1.1540966981333e-07	0.000137174884361307	TRAPPC2P1	ENSG00000256060	protein_coding	chr19	57363511	57365353	TRAPPC2B	ENSG00000256060	protein_coding
ZG16B	122.095516902489	0.793066489138135	0.16360913980045	4.84732387264807	1.25138044795275e-06	0.00105555959140376	ZG16B	ENSG00000162078	protein_coding	chr16	2830169	2839585	ZG16B	ENSG00000162078	protein_coding
ZMYND8	1012.59548696786	-0.346745467725679	0.0719782848942489	-4.8173621840965	1.45468498061875e-06	0.00117041715563691	ZMYND8	ENSG00000101040	protein_coding	chr20	47209214	47356889	ZMYND8	ENSG00000101040	protein_coding
ZNF304	148.537718145288	0.564937000043502	0.132047312775083	4.27829228911128	1.88332616552326e-05	0.00903616438573718	ZNF304	ENSG00000131845	protein_coding	chr19	57351307	57359898	ZNF304	ENSG00000131845	protein_coding
ZNF532	852.029542440119	0.569428771732051	0.119693612275163	4.75738647124287	1.96115485608285e-06	0.00147084319274744	ZNF532	ENSG00000074657	protein_coding	chr18	58862600	58986480	ZNF532	ENSG00000074657	protein_coding
ZNF548	582.830008959352	0.367757381641234	0.0936062108946289	3.92877115873447	8.53810400650216e-05	0.0314454762909894	ZNF548	ENSG00000188785	protein_coding	chr19	57389850	57402992	ZNF548	ENSG00000188785	protein_coding
ZNF783	782.064054175937	-0.264423054624568	0.0647228737984892	-4.08546529389027	4.39885756962553e-05	0.0191709544313563	ZNF783	ENSG00000204946	protein_coding	chr7	149262171	149297302	ZNF783	ENSG00000204946	protein_coding
