gene_name.84	intercept_LCL	intercept_err_LCL	x_coeff_LCL	x_coeff_err_LCL	x_pval_LCL	x_adj_pval_LCL	y_coeff_LCL	y_coeff_err_LCL	y_pval_LCL	y_adj_pval_LCL	adj.r.sq_LCL	reg_pval_LCL	reg_adj_pval_LCL	deltaEx_LCL	deltaEx_err_LCL	deltaEx_95_CI_lo_LCL	deltaEx_95_CI_hi_LCL	deltaEy_LCL	deltaEy_err_LCL	deltaEy_95_CI_lo_LCL	deltaEy_95_CI_hi_LCL	intercept_Fib	intercept_err_Fib	x_coeff_Fib	x_coeff_err_Fib	x_pval_Fib	x_adj_pval_Fib	y_coeff_Fib	y_coeff_err_Fib	y_pval_Fib	y_adj_pval_Fib	adj.r.sq_Fib	reg_pval_Fib	reg_adj_pval_Fib	deltaEx_Fib	deltaEx_err_Fib	deltaEx_95_CI_lo_Fib	deltaEx_95_CI_hi_Fib	deltaEy_Fib	deltaEy_err_Fib	deltaEy_95_CI_lo_Fib	deltaEy_95_CI_hi_Fib	Gene	gene_id.84	gene_type.84	chr	start	stop.84	loc.84	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107	Human_NPY	region
AMMECR1	1620.01165252915	63.7295085287482	-25.1771343057539	30.6287764907681	0.413130023778705	0.560676460842529	-87.7001755626357	38.5394137363609	0.0251172121034833	0.146879289548654	0.402801566108011	2.56509107487471e-09	9.02532044863325e-09	-0.0155413291419525	0.0189163986472052	-0.0526174704904747	0.0215348122065697	-0.0541355214487	0.0238847221082035	-0.100949576780779	-0.00732146611662114	2020.89494941912	66.815101806345	-161.035138169654	54.5926084800774	0.00405257092613089	0.0217176236810604	-49.2391571913413	54.6479039874445	0.369979568339192	0.681283962844856	0.349695381472147	1.05129097132632e-07	2.63137500607425e-07	-0.0796850614209022	0.0271422395057941	-0.132883850852259	-0.0264862719895459	-0.0243650256068453	0.0270534333444868	-0.0773897549620393	0.0286597037483487	AMMECR1	ENSG00000101935	protein_coding	chrX	110194186	110440233	chrX:110194186	protein_coding	chrX	110194186	110440318	chrX:110194186	ENSG00000101935	FALSE	NPX
AMOT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1212.03444297142	91.8970467029569	-12.3352266711523	87.7495735359868	0.888521369006373	0.955512400903365	-1.67509525087494	87.8384529159067	0.984827332981867	0.99631825854715	0.0791879852545506	0.0487920928056512	0.0581056831702627	-0.0101772905404497	0.0724026929009498	-0.152086568626311	0.131731987545412	-0.00138205251557726	0.072471987281619	-0.14342714758755	0.140663042556396	AMOT	ENSG00000126016	protein_coding	chrX	112774503	112840815	chrX:112774503	protein_coding	chrX	112774503	112840831	chrX:112774503	ENSG00000126016	FALSE	NPX
AP1S2	5019.23284442396	257.069374925201	178.086329941628	122.318581225285	0.148711047922646	0.260415659956708	-13.4884144300298	153.910372845185	0.930348778550361	0.976559265972136	0.426284874198827	4.53363687248893e-10	1.81949662137361e-09	0.0354807866982044	0.0244376343565389	-0.0124169766406119	0.0833785500370206	-0.00268734582517218	0.0306644318026267	-0.0627896321583204	0.0574149405079761	3415.7984303892	319.497813849983	376.037467679494	320.958480547786	0.244446879536393	0.493617370271556	171.20482851396	321.283571480785	0.595431633766534	0.825949839940918	0.0186360899039076	0.289428316590322	0.311005234793714	0.110087721902445	0.0945254734923754	-0.0751822061426109	0.295357649947501	0.0501214670604706	0.0941748803215454	-0.134461298369758	0.2347042324907	AP1S2	ENSG00000182287	protein_coding	chrX	15825806	15855014	chrX:15825806	protein_coding	chrX	15825806	15854931	chrX:15825806	ENSG00000182287	FALSE	NPX
APEX2	3038.16712484451	68.7248319010419	-82.4639489166144	36.6088072354406	0.0265878806657671	0.0716552812268901	-117.185507206379	46.0639349686916	0.0125730873075014	0.085317378158045	0.316220929182809	7.83885502308538e-07	1.83874377084719e-06	-0.0271426638259193	0.0120652680816114	-0.0507905892658776	-0.00349473838596104	-0.0385711194911229	0.015186835113855	-0.0683373163142787	-0.00880492266796706	1162.18756229288	48.324165191116	-39.374618289182	38.9248620043894	0.314462944849093	0.573997864397034	-40.8828588875037	38.9642880375768	0.296877435982042	0.61627984002615	0.353839429015288	8.09772346467264e-08	2.07659411548047e-07	-0.0338797450314301	0.0335223669861768	-0.0995835843243366	0.0318240942614764	-0.0351775050894935	0.0335585697012471	-0.100952301703938	0.0305972915249509	APEX2	ENSG00000169188	protein_coding	chrX	55000357	55009057	chrX:55000357	protein_coding	chrX	55000363	55009057	chrX:55000363	ENSG00000169188	FALSE	NPX
APOO	986.503442010639	22.9123832339985	-24.3512510498254	12.960141675627	0.0633193299923893	0.138283594236253	-7.52936951639155	16.3074180344551	0.64534168881709	0.878068796372094	0.168712282524382	0.00169994913323976	0.00225867367353535	-0.0246844055609111	0.0131499558270369	-0.0504583189819035	0.00108950786008125	-0.00763238038079785	0.0165314736603034	-0.0400340687549925	0.0247693079933968	511.985890001954	18.2698686145957	-1.37866924903354	18.2868989844409	0.940070876854027	0.970245991419712	-7.61682552695891	18.3054213336319	0.678329799537233	0.863396136176065	-0.0117376746066438	0.554960370710135	0.574191670685238	-0.00269278758644751	0.0357177131598921	-0.072699505379836	0.067313930206941	-0.0148770223470999	0.0357577024089829	-0.0849621190687064	0.0552080743745066	APOO	ENSG00000184831	protein_coding	chrX	23833353	23907934	chrX:23833353	protein_coding	chrX	23833353	23907938	chrX:23833353	ENSG00000184831	FALSE	NPX
APOOL	1793.7733576802	46.90532823917	-42.2309395543017	23.7667772043338	0.0787871962105461	0.163710893081255	-105.66165771716	29.905133825173	0.000635847521692011	0.00862935922296301	0.379937766291163	1.28230852311736e-08	3.89821791027677e-08	-0.0235430743652681	0.0132638932205374	-0.0495403050775214	0.00245415634698517	-0.0589046867402509	0.0167426375525019	-0.0917202563431546	-0.0260891171373471	1562.63293749136	86.1338016798121	-38.7503041253682	40.8793635030161	0.345709280397814	0.598049376243612	-23.4178951565007	40.9207692025911	0.568563080318101	0.824460410238646	0.77424900981962	1.55502327313428e-27	3.82352781276546e-26	-0.0247980848193164	0.0261962527725778	-0.0761427402535689	0.026546570614936	-0.0149861778762296	0.026200089669649	-0.0663383536287416	0.0363659978762823	APOOL	ENSG00000155008	protein_coding	chrX	85003826	85093316	chrX:85003826	protein_coding	chrX	85003877	85093315	chrX:85003877	ENSG00000155008	FALSE	NPX
AR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	983.787449854308	97.9630040331388	-49.2721912294119	66.2596203044743	0.459041392089098	0.710664081086085	-86.4929207553179	66.3267330405148	0.195544275812957	0.510859420561349	0.5431754469159	3.75280480649368e-14	2.27343827407878e-13	-0.0500841835669979	0.0675359566806051	-0.182454658660984	0.082286291526988	-0.0879183006127258	0.0679858149993351	-0.221170498011423	0.0453338967859709	AR	ENSG00000169083	protein_coding	chrX	67544032	67730619	chrX:67544032	protein_coding	chrX	67544021	67730619	chrX:67544021	ENSG00000169083	FALSE	NPX
ARAF	4278.32060310836	105.190089256691	-119.932618384908	49.0392602640501	0.0163006672367674	0.0480174693796249	-81.82418085508	61.7048591938031	0.188000187196239	0.492690145755662	0.462003067139225	2.74487322673267e-11	1.33724593097232e-10	-0.0280326393252933	0.0114829719247695	-0.0505392642978415	-0.00552601435274513	-0.0191253036987531	0.014430345903219	-0.0474087816690624	0.00915817427155616	2817.54668128142	59.5827016859044	-41.0331642557232	46.40014116349	0.378873007627554	0.628448084080626	-21.0741252828807	46.4471387226646	0.651120555377163	0.846372701496858	0.397067778547602	4.67905924500784e-09	1.39703340315234e-08	-0.0145634372372	0.0164711571456785	-0.0468469052427298	0.0177200307683297	-0.00747960110932259	0.0164857168063921	-0.039791606049851	0.0248324038312058	ARAF	ENSG00000078061	protein_coding	chrX	47561100	47571920	chrX:47561100	protein_coding	chrX	47561205	47571908	chrX:47561205	ENSG00000078061	FALSE	NPX
ARHGAP4	3140.630953266	112.343275806742	-57.5370575307178	49.4146261998211	0.247188627579424	0.38183609138285	-0.236729902417891	62.1771726440507	0.996970169790471	0.996970169790471	0.492707705929703	2.06118411153876e-12	1.16902979460407e-11	-0.0183202223969945	0.0157476220978088	-0.0491855617086998	0.0125451169147108	-7.53765424656824e-05	0.0197976693683264	-0.0388788085043853	0.038728055419454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARHGAP4	ENSG00000089820	protein_coding	chrX	153907367	153934999	chrX:153907367	protein_coding	chrX	153907367	153934999	chrX:153907367	ENSG00000089820	FALSE	NPX
ARHGAP6	1438.0470350717	119.910623618247	-206.445725389164	72.5872261034122	0.00545377117832938	0.0191891948867145	-240.604289978775	91.3346682201745	0.00984403606406107	0.0719371866219847	0.108160444205736	0.019632240938557	0.0226068228989444	-0.143559786539855	0.0518762792735091	-0.245237293915933	-0.0418822791637767	-0.167313226974372	0.0650272168632797	-0.294766572026401	-0.0398598819223441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARHGAP6	ENSG00000047648	protein_coding	chrX	11137543	11665701	chrX:11137543	protein_coding	chrX	11117651	11665920	chrX:11117651	ENSG00000047648	FALSE	NPX
ARHGEF6	3178.68362709813	159.144000663393	298.352749997157	85.6522570015669	0.000750646157629401	0.00335582988116674	26.5215600397392	107.774065706851	0.806147493992206	0.955566214196581	0.300216481680565	2.03336348157032e-06	4.34088833144227e-06	0.0938604733902152	0.0273525175895586	0.0402495389146803	0.14747140786575	0.00834356707086046	0.0339078240512366	-0.0581157680695633	0.0748029022112842	1521.70572590033	91.5227577970483	205.350593851924	93.227705479354	0.0301720008956472	0.111609702428146	157.195784573587	93.3221335240779	0.095561231561897	0.369857359193268	0.0480729709460858	0.130511106631489	0.146256414402044	0.134947638269828	0.0618005566404686	0.0138185472545099	0.256076729285147	0.103302354652429	0.0616412427290462	-0.017514481096502	0.224119190401359	ARHGEF6	ENSG00000129675	protein_coding	chrX	136665547	136782088	chrX:136665547	protein_coding	chrX	136665547	136780932	chrX:136665547	ENSG00000129675	FALSE	NPX
ARHGEF9	1562.14136610879	61.1844126602399	-11.8804304387431	36.2351087461731	0.743730918895977	0.838628335847096	-26.1007458913107	45.5937196241487	0.568360252774577	0.82309290622605	0.0500259291282658	0.132967111243136	0.139965380255933	-0.00760522107441316	0.0231977061546588	-0.0530727251375444	0.0378622829887181	-0.0167083123573677	0.0291940152724266	-0.0739285822913239	0.0405119575765885	1161.42547264425	24.6168792414236	-62.8268994845183	21.0827793209108	0.00370579699926326	0.0201171837102863	-37.479075665838	21.1041335483734	0.0791273218395182	0.339438156855152	0.352991861360265	8.54321681953289e-08	2.17747843327119e-07	-0.0540946457300255	0.0181886766443581	-0.0897444519529673	-0.0184448395070837	-0.0322698929450103	0.0181837573932229	-0.0679100574357272	0.00337027154570662	ARHGEF9	ENSG00000131089	protein_coding	chrX	63634967	63809274	chrX:63634967	protein_coding	chrX	63634967	63809274	chrX:63634967	ENSG00000131089	FALSE	NPX
ARMCX1	217.201686520638	21.9179707935707	-65.5854239038483	13.3011644410048	3.47183685679649e-06	2.31455790453099e-05	-63.2635530841998	16.7365183431916	0.000273814847075508	0.00433540174536222	0.234333686212262	7.52669894461985e-05	0.00012170832335981	-0.30195632895151	0.0684006271720206	-0.43602155820867	-0.167891099694349	-0.29126639897517	0.0824705183234546	-0.452908614889141	-0.129624183061199	2760.80680880765	77.8798034576523	59.3767345985979	69.7966560842183	0.397187963177115	0.648110299323879	-89.5661357871233	69.8673513966087	0.203154292249641	0.524188235557716	0.210962268573234	0.000218316153075995	0.000362127587245103	0.0215070226606119	0.0252885318294521	-0.0280584997251142	0.0710725450463381	-0.0324420149578686	0.0253234018133945	-0.0820758825121217	0.0171918525963846	ARMCX1	ENSG00000126947	protein_coding	chrX	101550531	101554700	chrX:101550531	protein_coding	chrX	101550547	101554700	chrX:101550547	ENSG00000126947	FALSE	NPX
ARMCX2	1292.48084100693	89.0343834786111	-108.352855345236	53.0408702497302	0.0438406894743509	0.104776490567631	-21.8994745227865	66.7399836917132	0.743534536915397	0.926404051851702	0.0606549599703281	0.0971537324728076	0.104584754503306	-0.0838332390759637	0.0414423742265518	-0.165060292560005	-0.00260618559192227	-0.0169437517586144	0.0516503062703821	-0.118178352048563	0.0842908485313346	6916.89405625815	185.146689607917	-106.976628515232	177.994824288761	0.549344177749372	0.783581588612389	-295.728976705217	178.175110858532	0.100442229697762	0.385182128565728	0.0833696353391967	0.0423318210676904	0.0508468425468235	-0.0154659920544025	0.0257366752084227	-0.065909875462911	0.034977891354106	-0.0427545910490927	0.0257848195766694	-0.0932928374193646	0.00778365532117928	ARMCX2	ENSG00000184867	protein_coding	chrX	101655281	101659891	chrX:101655281	protein_coding	chrX	101655281	101659850	chrX:101655281	ENSG00000184867	FALSE	NPX
ARMCX3	4736.3933569011	152.181162397496	12.5353511542997	89.5981209132586	0.889030132529147	0.92832471246523	-166.839194703949	112.739046331719	0.142216457759899	0.423357044251305	0.0852164238376346	0.0441541973029191	0.0492040908360976	0.00264660263827861	0.01891714209758	-0.0344309958729783	0.0397242011495355	-0.0352249448329408	0.0238296124268024	-0.0819309851894736	0.0114810955235919	5938.2897331855	272.65537754955	4.43975925909792	254.480983943305	0.986119167187023	0.99564688860912	-132.353181342061	254.73874145873	0.604642705794069	0.825949839940918	0.121413668818021	0.0105638187463952	0.0135450191288135	0.00074764948471389	0.042854268993966	-0.0832467177434594	0.0847420167128872	-0.0222880976322895	0.0429098659319281	-0.106391434858869	0.0618152395942895	ARMCX3	ENSG00000102401	protein_coding	chrX	101622797	101627843	chrX:101622797	protein_coding	chrX	101622797	101627843	chrX:101622797	ENSG00000102401	FALSE	NPX
ARMCX3-AS1	18.4251262384167	1.91370079326032	0.390374711234987	1.05272269982907	0.711594325422142	0.814164928448913	0.901411312941844	1.32461431133562	0.497837725596836	0.78292882628488	0.18608310664574	0.000780007633691291	0.00109778852149145	0.0211870847550042	0.0571775307739426	-0.0908808755619232	0.133255045071932	0.0489229382354182	0.0720710861924511	-0.092336390701786	0.190182267172622	10.9269991802999	0.988993352662737	0.497596570221297	0.829988920331246	0.550331212795234	0.783581588612389	-0.434592588674161	0.830829595648592	0.602202172161094	0.825949839940918	0.326581439148737	4.34284292137642e-07	1.01413873806444e-06	0.045538263709071	0.076069368483609	-0.103557698518803	0.194634225936945	-0.0397723639860505	0.0761197273760445	-0.188967029643098	0.109422301670997	ARMCX3-AS1	ENSG00000228275	antisense	chrX	101622983	101624164	chrX:101622983	lncRNA	chrX	101622983	101624164	chrX:101622983	ENSG00000228275	NA	NPX
ARMCX4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	803.914222568457	32.1451172913567	-7.59855614258096	30.0191990927909	0.800750280741808	0.912026205313557	-43.7170143611149	30.0496047995487	0.149195773581612	0.447851261747401	0.144143148340069	0.0042675829178179	0.00584868740868158	-0.00945194888865635	0.0373432087798271	-0.0826446380971174	0.0637407403198047	-0.0543801977049761	0.0374423108562239	-0.127767126983175	0.0190067315732227	ARMCX4	ENSG00000196440	protein_coding	chrX	101418287	101533459	chrX:101418287	protein_coding	chrX	101418287	101533459	chrX:101418287	ENSG00000196440	FALSE	NPX
ARMCX5	957.939340425579	27.2496626732122	-69.1335479282264	14.8871172958165	1.09713885389596e-05	6.8346354832863e-05	-49.5502344380014	18.7320826536489	0.0095540962399577	0.0711873837487044	0.36617860848948	3.2603736958895e-08	9.31535341682713e-08	-0.0721690247083003	0.0156757815080819	-0.102893556464141	-0.0414444929524598	-0.0517258581487926	0.0196098406310456	-0.090161145785642	-0.0132905705119432	693.487501775854	12.1187904380884	-44.0823714331479	11.5264836917796	0.000241301333806193	0.00173903375053429	-46.0363636648104	11.5381585829717	0.000134464120823698	0.0034355749117485	0.272906190769317	9.28200106525866e-06	1.87433644699426e-05	-0.0635662089370949	0.0166581187156867	-0.0962161216198407	-0.0309162962543491	-0.0663838404396942	0.0166782687908943	-0.0990732472698471	-0.0336944336095413	ARMCX5	ENSG00000125962	protein_coding	chrX	102599168	102604159	chrX:102599168	protein_coding	chrX	102599168	102604159	chrX:102599168	ENSG00000125962	FALSE	NPX
ARMCX5-GPRASP2	175.905981928161	7.49672198570292	-0.741023736697147	4.11878150225182	0.857603809345827	0.920591659749758	-5.11366508259404	5.1825584496592	0.326292865279015	0.663055020353078	0.210139000735369	0.000251009493511274	0.000381534430137137	-0.00421261249091448	0.0234153638680306	-0.0501067256722545	0.0416815006904255	-0.0290704444871149	0.0294881308006793	-0.0868671808564463	0.0287262918822164	278.780574154106	6.59830219272787	-16.3538223183748	6.11090956934596	0.00884799700644452	0.0397684166526216	-16.7616136967673	6.11709915900872	0.00740582460622307	0.0755032850097864	0.232336716947191	7.67291718881796e-05	0.000136479973826634	-0.0586619866466542	0.021964069595323	-0.101711563053487	-0.0156124102398212	-0.0601247549174703	0.0219884411099347	-0.103222099492942	-0.0170274103419982	ARMCX5-GPRASP2	ENSG00000271147	processed_transcript	chrX	102599512	102714671	chrX:102599512	lncRNA	chrX	102599512	102714671	chrX:102599512	ENSG00000271147	NA	NPX
